fips_state,fips_county,County
48,0,Port Neches city
48,0,Post city
48,0,Post Oak Bend City town
48,0,Poteet city
48,0,Poth town
48,0,Pottsboro town
48,0,Powell town
48,0,Poynor town
48,0,Prairie View city
48,0,Premont city
48,0,Presidio city
48,0,Primera town
48,0,Princeton city
48,0,Progreso city
48,0,Progreso Lakes city
48,0,Prosper town
48,0,Providence Village town
48,0,Putnam town
48,0,Pyote town
48,0,Quanah city
48,0,Queen City city
48,0,Quinlan city
48,0,Quintana town
48,0,Quitaque city
48,0,Quitman city
48,0,Ralls city
48,0,Rancho Viejo town
48,0,Ranger city
48,0,Rankin city
48,0,Ransom Canyon town
48,0,Ravenna city
48,0,Raymondville city
48,0,Red Lick city
48,0,Red Oak city
48,0,Redwater city
48,0,Refugio town
48,0,Reklaw city
48,0,Reno city
48,0,Reno city
48,0,Retreat town
48,0,Rhome city
48,0,Rice city
48,0,Richardson city
48,0,Richland town
48,0,Richland Hills city
48,0,Richland Springs town
48,0,Richmond city
48,0,Richwood city
48,0,Riesel city
48,0,Rio Bravo city
48,0,Rio Grande City city
48,0,Rio Hondo city
48,0,Rio Vista city
48,0,Rising Star town
48,0,River Oaks city
48,0,Riverside city
48,0,Roanoke city
48,0,Roaring Springs town
48,0,Robert Lee city
48,0,Robinson city
48,0,Robstown city
48,0,Roby city
48,0,Rochester town
48,0,Rockdale city
48,0,Rockport city
48,0,Rocksprings town
48,0,Rockwall city
48,0,Rocky Mound town
48,0,Rogers town
48,0,Rollingwood city
48,0,Roma city
48,0,Roman Forest town
48,0,Ropesville city
48,0,Roscoe city
48,0,Rosebud city
48,0,Rose City city
48,0,Rose Hill Acres city
48,0,Rosenberg city
48,0,Ross city
48,0,Rosser village
48,0,Rotan city
48,0,Round Mountain town
48,0,Round Rock city
48,0,Round Top town
48,0,Rowlett city
48,0,Roxton city
48,0,Royse City city
48,0,Rule town
48,0,Runaway Bay city
48,0,Runge town
48,0,Rusk city
48,0,Sabinal city
48,0,Sachse city
48,0,Sadler city
48,0,Saginaw city
48,0,St. Hedwig town
48,0,St. Jo city
48,0,St. Paul town
48,0,Salado village
48,0,San Angelo city
48,0,San Antonio city
48,0,San Augustine city
48,0,San Benito city
48,0,Sanctuary town
48,0,San Diego city
48,0,Sandy Oaks city
48,0,Sandy Point city
48,0,San Elizario city
48,0,San Felipe town
48,0,Sanford town
48,0,Sanger city
48,0,San Juan city
48,0,San Leanna village
48,0,San Marcos city
48,0,San Patricio city
48,0,San Perlita city
48,0,San Saba city
48,0,Sansom Park city
48,0,Santa Anna town
48,0,Santa Clara city
48,0,Santa Fe city
48,0,Santa Rosa town
48,0,Savoy city
48,0,Schertz city
48,0,Schulenburg city
48,0,Scotland city
48,0,Scottsville city
48,0,Scurry town
48,0,Seabrook city
48,0,Seadrift city
48,0,Seagoville city
48,0,Seagraves city
48,0,Sealy city
48,0,Seguin city
48,0,Selma city
48,0,Seminole city
48,0,Seven Oaks city
48,0,Seven Points city
48,0,Seymour city
48,0,Shady Shores town
48,0,Shallowater city
48,0,Shamrock city
48,0,Shavano Park city
48,0,Shenandoah city
48,0,Shepherd city
48,0,Sherman city
48,0,Shiner city
48,0,Shoreacres city
48,0,Silsbee city
48,0,Silverton city
48,0,Simonton city
48,0,Sinton city
48,0,Skellytown town
48,0,Slaton city
48,0,Smiley city
48,0,Smithville city
48,0,Smyer town
48,0,Snook city
48,0,Snyder city
48,0,Socorro city
48,0,Somerset city
48,0,Somerville city
48,0,Sonora city
48,0,Sour Lake city
48,0,South Houston city
48,0,Southlake city
48,0,Southmayd city
48,0,South Mountain town
48,0,South Padre Island town
48,0,Southside Place city
48,0,Spearman city
48,0,Splendora city
48,0,Spofford city
48,0,Springlake town
48,0,Springtown city
48,0,Spring Valley Village city
48,0,Spur city
48,0,Stafford city
48,0,Stagecoach town
48,0,Stamford city
48,0,Stanton city
48,0,Staples city
48,0,Star Harbor city
48,0,Stephenville city
48,0,Sterling City city
48,0,Stinnett city
48,0,Stockdale city
48,0,Stratford city
48,0,Strawn city
48,0,Streetman town
48,0,Sudan city
48,0,Sugar Land city
48,0,Sullivan City city
48,0,Sulphur Springs city
48,0,Sundown city
48,0,Sunnyvale town
48,0,Sunray city
48,0,Sunrise Beach Village city
