county_name,fips,Net Loss,District
taylor,48441,43,7B
mason,48319,0,1
mason,48319,0,1
starr,48427,205,4
wharton,48481,20,3
titus,48449,10,6
dickens,48125,158,8A
houston,48225,0,6
hudspeth,48229,6,8
hudspeth,48229,20,8
hudspeth,48229,1,8
collin,48085,641,5
callahan,48059,175,78
bastrop,48021,0,1
lynn,48305,273,8A
palo pinto,48363,47,7B
brazos,48041,126,3
runnels,48399,23,7C
goliad,48175,40,2
