MasterYear,Form Number,District,OperatorNumber,DateofLoss,Type_Company_Cd,County,LeaseNumber,Gasident,CommNbr,TypeLiquid,GrossLoss,Recovered,Net Loss,Facility,CauseofLoss,Remedy,Water,WaterName,Location,Remarks,LeaseName,FieldNumber
2016,731,4,"TRINITY RIVER ENERGY OPER, LLC",9/16/2016,Producer,WEBB,0,242008,0,Gas Well Liquid,5,0,5,Flow Line,Equipment Failure,Other,None,,"SEC 2181, GALAN, J","LINE REPLACED, EXCAVATED, STOCKPILED FOR BIOREMEDATION",GALVAN RANCH L7,LAS TIENDAS (OLMOS)
2016,750,10,"ENERVEST OPERATING, L.L.C.",9/16/2016,Producer,WHEELER,9404,0,0,Crude,20,15,5,Tank Battery,Equipment Failure,Other,None,,"SEC 8, BLK A3, SRV H&GN RR CO, ABS 8483",AREA TREATED WITH REMEDIATION PRODUCT,COATES,BRITT RANCH W. (GRANITE WASH A )
2016,723,6,MEMORIAL PRODUCTION OPER. LLC,9/16/2016,Producer,PANOLA,0,279719,0,Gas Well Liquid,12,12,0,Tank Battery,Equipment Failure,Other,None,,"HALEY, C.Q. SUR A-274","VAC TRUCK, SNAP PILOT REPAIRED, ALARM LEVEL ADJUSTED",SEMPRA-WIENER-DUNHAM (SA),CARTHAGE (COTTON VALLEY)
2016,887,8A,SCOUT ENERGY MANAGEMENT LLC,9/16/2016,Producer,BORDEN,69583,0,0,Combined,140,139,1,Tank Battery,Equipment Failure,Other,None,,"SEC 15, BLK 31, T&P","VAC TRUCK, REMEDIATION WASHED DOWN THE SITE, TREATED THE SOIL",CR,PEG'S DRAW (MISSISSIPPIAN)
2016,983,9,"JAY MANAGEMENT COMPANY, LLC",9/16/2016,Producer,JACK,28214,0,0,Crude,195,0,195,Tank Battery,Theft,Other,None,,TANK BATTERY,CONTACTED JACK COUNTY SHERIFF OFFICE AND RRC,"DURHAM, W.J. ""A""","CUNDIFF, SOUTH (CONGL. 5300)"
2016,712,7C,"PARSLEY ENERGY OPERATIONS, LLC",9/15/2016,Producer,REAGAN,19289,0,0,Crude,14,7,7,Tank Battery,Corrosion - Rust,Other,None,,"SEC 44, BLK C A-734, L&SV RR CO","VAC TRUCK, REMEDIATE THE IMPACTED AREA, TILLING IN FRESH SOIL",KATHRYN '44-5',SPRABERRY (TREND AREA) R 40 EXC
2016,1067,8A,"BC OPERATING, INC.",9/15/2016,Producer,HOCKLEY,60104,0,0,Crude,120,0,120,Tank Battery,Other,Other,None,,"LABOR 24, LEAGUE 729, STATE CAPITOL LAND SURVEY","LIGHTNING, WILL HAUL OILY DIRT REMEDIATED TO LAND FILL","BENSON ""C""","LEVELLAND, NE. (STRAWN)"
2016,732,7B,"TRINITY RIVER ENERGY OPER, LLC",9/15/2016,Other,HOOD,0,252961,0,Combined,60,60,0,Tank Battery,Equipment Failure,Other,None,,"MILAN, CSL A-348","VAC OUT, CLEAN UP, REMEDIATION",GALVAN RANCH L7,NO FIELD NAME
2016,735,8,"FDL OPERATING, LLC",9/15/2016,Producer,ECTOR,40446,0,0,Crude,29,28,1,Tank Battery,Equipment Failure,Other,None,,"32.01748, 102.35005","VAC TRUCK, ON SITE REMEDIATION USING MICROBES",GARDENDALE 8,SPRABERRY (TREND AREA)
2016,745,8A,SAGA PETROLEUM LLC OF COLORADO,9/14/2016,Producer,GARZA,60197,0,0,Crude,250,180,70,Tank Battery,Equipment Failure,Other,None,,"SEC 1238, BLK 5, K AYCOCK SUR","VAC TRUCK, SUCK UP OIL AND WATER",SOUTHEAST GARZA UNIT,GARZA
2016,713,7C,ENTERPRISE CRUDE PIPELINE LLC,9/14/2016,Transporter,REAGAN,0,0,0,Crude,5,0,5,Pipe Line,Equipment Failure,Other,None,,"31.486234, -102.194461","EXCAVATED, TREATED VIA ON SITE, ENHANCED BIOREMEDIATION",KATHRYN '44-5',NO FIELD NAME
2016,668,4,"WESTERN GULF OIL & GAS, LLC",9/12/2016,Producer,NUECES,13395,0,0,Crude,250,0,250,Tank Battery,Theft,Other,None,,"BLK 420, ABS 857",NOTIFIED SHERIFF DEPT,JOHNSON SWD,TURKEY CREEK (CARBON 3900)
2016,1081,8A,ENTERPRISE PRODUCTS OPERATINGLLC,9/12/2016,Transporter,MARTIN,0,0,0,Combined,15,0,15,Tank Battery,Corrosion - Rust,Other,None,,"31.59649, -103.24688","ISOLATED, BLOWN DOWN, REPLACED, SOIL REMOVED",MABEE BREEDLOVE,NO FIELD NAME
2016,748,8A,ENERGEN RESOURCES CORPORATION,9/12/2016,Producer,COCHRAN,60232,0,0,Crude,14,0,14,Flow Line,Equipment Failure,Other,None,,"33.59983, -102.69616",REMEDIATION,WHITEFACE UNIT,LEVELLAND
2016,704,8,ENERGEN RESOURCES CORPORATION,9/11/2016,Producer,MITCHELL,20831,0,0,Crude,755,750,5,Tank Battery,Equipment Failure,Other,None,,"SEC 11, BLK 28, T1N, T&P RR CO A-562","REMEDIATION IN PLACE HAS BEGUN, FLUIDS WERE INSIDE FIREWALL",NORTH WESTBROOK UNIT,WESTBROOK
2016,747,8,ENERGEN RESOURCES CORPORATION,9/11/2016,Producer,LOVING,44394,0,0,Crude,6,5,1,Valve,Equipment Failure,Other,None,,"31.82332, -103.56398","VAC TRUCK, IMPACTED SOILS WILL BE REMEDIATED IN PLACE",GRASSHOPPER 53-28,TWO GEORGES (BONE SPRING)
2016,746,8,ENERGEN RESOURCES CORPORATION,9/11/2016,Producer,WARD,41901,0,0,Crude,11,10,1,Valve,Equipment Failure,Other,None,,"31.82332, -103.56398","VAC TRUCK, IMPACTED SOILS WILL BE REMEDIATED IN PLACE",UNIVERSITY 11-19,TWO GEORGES (BONE SPRING)
2016,778,7B,SUNOCO PIPELINE L.P.,9/10/2016,Transporter,NOLAN,0,0,0,Crude,8600,1875,6725,Pipe Line,Corrosion - Rust,Other,None,,"32.45279, -100.35862","VAC TRUCK, BIOREMEDIATION, EXCAVATION",FARNSWORTH,NO FIELD NAME
2016,769,8A,"FASKEN OIL AND RANCH, LTD.",9/9/2016,Producer,DAWSON,66781,0,0,Combined,12,0,12,Valve,Equipment Failure,Other,None,,"TAYLOR CSL, LGE1, A-342","PAD BLENDED, REMEDIATION WAIT UNTIL CROPS HARVESTED",GIN NORTH UNIT,"GIN, NORTH (8000)"
2016,705,8,"PLAINS MARKETING, L.P.",9/9/2016,Transporter,REEVES,0,0,0,Crude,11,0,11,Tank Battery,Company Human Error,Other,None,,"31.195326, 103.546164",BROUGHT TO SURFACE FOR ON SITE BIO REMEDIATION,NORTH WESTBROOK UNIT,NO FIELD NAME
2016,714,7C,"PARSLEY ENERGY OPERATIONS, LLC",9/9/2016,Producer,UPTON,17969,0,0,Crude,34,30,4,Tank Battery,Corrosion - Rust,Other,None,,"SEC 24, BLK 39, T5S, T&P RR CO","VAC TRUCK, REMEDIATE IMPACTED AREA, MIXING, TILLING","JRS FARMS ""24A""",SPRABERRY (TREND AREA)
2016,764,8,"PIONEER NATURAL RES. USA, INC.",9/9/2016,Producer,MIDLAND,46123,0,0,Crude,15,14,1,Tank Battery,Equipment Failure,Other,None,,"31.926593, -101.826212","VAC TRUCK, EXCAVATED, BLENDED WITH FRESH SOIL, BIOLOGICAL REMED","O'DANIEL, E. T. A UNIT",SPRABERRY (TREND AREA) R 40 EXC
2016,960,1,JOHANSON OIL,9/9/2016,Producer,WILSON,14812,0,0,Crude,5,2,3,Separator-Gun Barrel-Treater,Equipment Failure,Other,None,,2210 CR 434,GUN BARREL OVERFLOWED,KRELL,ACLETO CREEK (POTH B)
2016,786,3,"VENADO OIL & GAS, LLC",9/8/2016,Producer,LEE,26774,0,0,Crude,150,130,20,Tank Battery,Equipment Failure,Other,None,,"CHANEY, C A-67","GASKET REPLACED, STEAM CLEANED, CLEANING FLUIDS HAULED OFF, REMED ",RANGEL-BEHRENS UNIT,SOUTHERN BAY (EAGLE FORD)
2016,703,8A,"RJD MANAGEMENT CO., INC.",9/8/2016,Producer,GARZA,14090,0,0,Crude,45,0,45,Tank Battery,Other,Other,None,,"SEC 2, HOLMES, DIVERS, & LONG SUR, ABS A-528","LIGHTNING, CLEAN UP, STOCK PILE, ON SITE REMEDIATION","MCCRARY, I. N. ""E""",POST (GLORIETA)
2016,760,8,ENTERPRISE CRUDE PIPELINE LLC,9/8/2016,Transporter,MIDLAND,0,0,0,Crude,65,55,10,Tank Battery,Corrosion - Rust,Other,None,,"32.021527, -102.017045","REMOVED IMPACTED SOIL VIA HYDRO-EXCAVATION, REMEDIATED, BACKFILL",YEAGER & ARMSTRONG CARUTH FM,NO FIELD NAME
2016,1058,8,ANADARKO E&P ONSHORE LLC,9/7/2016,Producer,LOVING,0,220273,0,Crude,14,5,9,Tank Battery,Other,Other,None,,"31.74242, -103.39858","LIGHTNING, VAC TRUCK, REMEDIATE THE SOIL",BOWDLE 48,HALEY (LWR. WOLFCAMP-PENN CONS.)
2016,691,8,PRIMEXX OPERATING CORPORATION,9/7/2016,Producer,REEVES,47395,0,0,Crude,15,12,3,Tank Battery,Equipment Failure,Other,None,,"SEC 18, BLK C-10, SUR PUBLIC SCHOOL LAND","VAC TRUCK, REMOVED AND PLACED ON PLASTIC, NEW DIRT, BACKHOE",LUJAN STATE,WOLFBONE (TREND AREA)
2016,1022,7C,"BTA OIL PRODUCERS, LLC",9/7/2016,Other,REAGAN,4440,0,0,Crude,3,0,3,Flow Line,Equipment Failure,Other,None,,"31.403373, -101.438062","NO FLUID RECOVERABLE, AFFECTED SOIL TURNED, BLENDED IN PLACE.",ROCKER -B-,SPRABERRY (TREND AREA)
2016,827,7B,"GOOPCO, INC.",9/7/2016,Producer,THROCKMORTON,30919,0,0,Crude,190,0,190,Tank Battery,Other,Other,None,,"SEC 3, AB&M SUR, A-11","LIGHTNING, TILL, AERATED, REMEDIATION SUCCESSFUL",CURTIS,THROCKMORTON COUNTY REGULAR
2016,715,7C,ENDEAVOR ENERGY RESOURCES L.P.,9/6/2016,Producer,UPTON,16097,0,0,Combined,20,15,5,Tank Battery,Equipment Failure,Other,None,,"31.639740, -102.230267",REMEDIATION IN PROGRESS,"PECK ""A""",SPRABERRY (TREND AREA)
2016,792,9,RED RIVER CRUDE PIPELINE LLC,9/6/2016,Transporter,ARCHER,0,0,0,Crude,19,14,5,Tank Battery,Equipment Failure,Other,None,,"33.569167, -98.716313","OIL INSIDE BELL HOLE REMOVED, TAKEN OFF SITE, IMPACTED SOIL REMOVE",CROPPER -A- & -B-,NO FIELD NAME
2016,620,1,"EP ENERGY E&P COMPANY, L.P.",9/6/2016,Producer,LA SALLE,18513,0,0,Crude,40,37,3,Tank Battery,Company Human Error,Other,None,,"282751, 992024","VAC TRUCK, REMEDIATED",WHITWELL I UNIT,EAGLEVILLE (EAGLE FORD-1)
2016,663,4,ENERGY TRANSFER COMPANY,9/6/2016,Transporter,WEBB,0,0,0,Gas Well Liquid,38,18,20,Pipe Line,Corrosion - Rust,Other,None,,GATHERING PIPELINE,"ISOLATED, HAULED TO DISPOSAL, REMEDIATED",MARTIAN,NO FIELD NAME
2016,797,7C,"PIONEER NATURAL RES. USA, INC.",9/5/2016,Producer,UPTON,16349,0,0,Crude,15,12,3,Tank Battery,Corrosion - Rust,Other,None,,"31.445018, -102.007474","VAC TRUCK, BROUGHT TO SURFACE FOR ON SITE REMEDIATION",XBC GIDDINGS ESTATE,SPRABERRY (TREND AREA)
2016,666,8,DIAMONDBACK E&P LLC,9/5/2016,Producer,REEVES,44691,0,0,Crude,145,100,45,Tank Battery,Equipment Failure,Repaired Existing Equipment,None,,"31.219571, -103.589275","REPAIRED CIRCULATING LINE, REMEDIATION IN PROGRESS",GARDNER '144',WOLFBONE (TREND AREA)
2016,1019,6,MEMORIAL PRODUCTION OPER. LLC,9/5/2016,Producer,RUSK,0,199770,0,Gas Well Liquid,173,0,173,Tank Battery,Other,Other,None,,"WESLEY RICE SUR, A-669","LIGHTNING, BOTH TANKS DESTROYED, CLEAN UP FIREWALLS & DEBRIS","MILLER, FREEMAN G.U. 2",OAK HILL (COTTON VALLEY)
2016,717,7C,"LAREDO PETROLEUM, INC.",9/5/2016,Producer,REAGAN,16507,0,0,Crude,13,10,3,Flow Line,Corrosion - Rust,Other,None,,"31349.250, 101238.1199","VAC TRUCK, TREATED WITH ABSORBENT MATERIAL",SUGG-A-,SPRABERRY (TREND AREA)
2016,857,7C,"TRACKER RESOURCE DEV III, LLC",9/5/2016,Producer,IRION,17199,0,0,Crude,63,20,43,Tank Battery,Equipment Failure,Other,None,,"SEC 41, AB 463, L&SV",BIOREMEDIATION & FRESH WATER MIXED INTO SOIL,"NUTT ""B""",LUCKY MAG (CONSOLIDATED)
2016,816,8,PLAINS PIPELINE L.P.,9/5/2016,Transporter,MIDLAND,0,0,0,Crude,20,15,5,Tank Battery,Equipment Failure,Other,None,,"32.1043, -102.007",WILL BE BROUGHT TO SURFACE FOR DISPOSAL,TEETERS,NO FIELD NAME
2016,730,7B,"ENERVEST OPERATING, L.L.C.",9/5/2016,Producer,PARKER,30858,0,0,Crude,20,20,0,Tank Battery,Company Human Error,Other,None,,"A-2210, FREEMAN, B T",LOADING POT STATING OFF LOAD WATER HERE AT THE WATER TANKS,HALE,COMANCHE COUNTY REGULAR
2016,623,1,"SEA EAGLE FORD, LLC",9/4/2016,Producer,MCMULLEN,17067,0,0,Crude,5,5,0,Tank Battery,Equipment Failure,Other,None,,G. PITTUCK A-10,"SHUT DOWN, VAC TRUCK, PRESSURE WASHERS USED, EXCAVATION, DISPOSED ",Q KIEL EFS,EAGLEVILLE (EAGLE FORD-1)
2016,886,8,SCOUT ENERGY MANAGEMENT LLC,9/4/2016,Producer,HOWARD,6216,0,0,Crude,3,2,1,Tank Battery,Corrosion - Rust,Other,Creek,BEAL'S,"SEC 30, BLK 40, T&P RR CO","VAC TRUCK, REMEDIATION IS WASHING DOWN, TREAT THE SOIL",O DANIEL,SNYDER
2016,716,7C,"PERMIAN RESOURCES, LLC",9/4/2016,Producer,REAGAN,18110,0,0,Crude,90,80,10,Valve,Equipment Failure,Other,None,,"BLK 48, SEC 4","VAC TRUCK, REMEDIATE THE AREA",UNIVERSITY 48,LIN (WOLFCAMP)
2016,665,8,"CROWNQUEST OPERATING, LLC",9/2/2016,Producer,MARTIN,47613,0,0,Combined,15,15,0,Flow Line,Equipment Failure,Other,None,,"SEC 36, BLK 38, T1N, T&P RR CO","VAC TRUCK, REMEDIATION HAS BEGUN",BENT NAIL '36',SPRABERRY (TREND AREA)
2016,664,8,ROSETTA RESOURCES OPERATING LP,9/2/2016,Producer,REEVES,44713,0,0,Crude,11,10,1,Tank Battery,Equipment Failure,Other,None,,"SEC 49, BLK 5, H.N.G.N. RR CO ABS 445","VAC TRUCK, EXCAVATED, WILL BE REMEDIATED ON SITE",SUNDANCE KID 49,WOLFBONE (TREND AREA)
2016,749,8A,"WALSH PETROLEUM, INC.",9/2/2016,Producer,YOAKUM,68290,0,0,Crude,30,29,1,Tank Battery,Equipment Failure,Other,None,,"SEC 511, BLK D, J.H. GIBSON SUR",PICKED UP FLUIDS FROM FIRE WALL,ARRINGTON,"BRAHANEY, EAST (SAN ANDRES)"
2016,754,8,DIAMONDBACK E&P LLC,9/2/2016,Producer,MARTIN,38980,0,0,Crude,580,570,10,Tank Battery,Equipment Failure,Other,None,,"32.435682, -103.153497","FIXED ERROR, REMEDIATION IN PROGRESS",MABEE BREEDLOVE,SPRABERRY (TREND AREA)
2016,692,8,"CROWNQUEST OPERATING, LLC",9/1/2016,Producer,MIDLAND,47682,0,0,Combined,3,3,0,Valve,Equipment Failure,Other,None,,"SEC 30, BLK 38, T2S, T&P RR CO","VAC TRUCK, MICROBIAL ENERGY BEGIN REMEDIATION",SOUTH BROOKS 30,SPRABERRY (TREND AREA)
2016,1055,8,APACHE CORPORATION,9/1/2016,Producer,ANDREWS,43190,0,0,Crude,2,0,2,Tank Battery,Equipment Failure,Other,None,,"32.144180, -102.811224","FIRE CONSUMED OIL, NO FURTHER MEASURES",THREE BAR SHALLOW UNIT,THREE BAR (WICHITA)
2016,866,4,"BLAKENERGY OPERATING, LLC",9/1/2016,Producer,KENEDY,0,202923,0,Crude,44,0,44,Tank Battery,Theft,Other,None,,"SAN JUAN DE CARRICITOS JOSE NARCISO CABAZOS GRANT SUR, ABS 8",REMEDIATION IN PROGRESS,MARY B,"ARETO (FRIO 13,300)"
2016,793,9,"JETTA OPERATING COMPANY, INC.",9/1/2016,Producer,ARCHER,30524,0,0,Crude,10,5,5,Stuffing Box,Equipment Failure,Other,None,,"SMITHSON, E.C. A-1082",BACK DRAG LOCATION AND PUT DOWN NEW ROCK,"GREEN, T. D.",BIG MINERAL CREEK (ATOKA)
2016,622,1,TEXAS PETROLEUM INVESTMENT CO.,8/31/2016,Producer,GUADALUPE,2796,0,0,Crude,4,4,0,Flow Line,Equipment Failure,Repaired Existing Equipment,None,,JOEL ROBINSON SUR A-275,"ISOLATED, VAC TRUCK, REPAIRED, ON SITE BIOREMEDIATION","KNOBLOCH, C.",DARST CREEK (EDWARDS)
2016,724,10,"BARKER PRODUCTION CO., LP",8/31/2016,Producer,WHEELER,2434,0,0,Crude,102,0,102,Tank Battery,Theft,Other,None,,"SEC 10, BLK 27, H & GN SUR",BARRELS WERE STOLEN,"LAYCOCK, O. A.",PANHANDLE WHEELER COUNTY FIELD
2016,758,8,PHILLIPS 66 PIPELINE LLC,8/30/2016,Other,ANDREWS,0,0,0,Crude,9,9,0,Tank Battery,Equipment Failure,Other,None,,UNIVERSITY STATION,"VAC TRUCK, REMEDIATION",YEAGER & ARMSTRONG CARUTH FM,NO FIELD NAME
2016,1050,8,APACHE CORPORATION,8/30/2016,Producer,GLASSCOCK,40051,0,0,Crude,515,485,30,Tank Battery,Corrosion - Rust,Other,None,,"31.864538, -101.49158","FREE FLUIDS RECOVERED, AFFECTED SOILS BLENDED IN PLACE","BOOKS, E. D. 2",SPRABERRY (TREND AREA)
2016,624,4,SM ENERGY COMPANY,8/29/2016,Producer,WEBB,0,259598,0,Crude,4,0,4,Tank Battery,Equipment Failure,Other,None,,I & GN RR CO SUR A-137,REMEDIATION,Q KIEL EFS,NO FIELD NAME
2016,718,7C,"PERMIAN RESOURCES, LLC",8/29/2016,Producer,REAGAN,18110,0,0,Crude,64,0,64,Flow Line,Equipment Failure,Other,None,,"SEC 8, BLK 7 AND 8","GRASS FIRE, REMOVE BURNT POLY FLOWLINES, REMEDIATE",UNIVERSITY 48,LIN (WOLFCAMP)
2016,606,1,"EP ENERGY E&P COMPANY, L.P.",8/28/2016,Producer,LA SALLE,15361,0,0,Combined,35,30,5,Tank Battery,Equipment Failure,Other,None,,"283252.2, 990257.2","VAC TRUCK, SCRAPED UP, TREATED IN PLACE, BIOREMEDIATION",BURNS RANCH A,BRISCOE RANCH (EAGLEFORD)
2016,768,8A,"TRIUMPH EXPLORATION, INC.",8/28/2016,Producer,GAINES,68951,0,0,Crude,107,0,107,Tank Battery,Other,Other,None,,"SEC 20, BLK A-12, PSL SUR","LIGHTING, FLUIDS REMAINED IN TANKS, BURNED UP OR EVAPORATED","TM ""A""","TEX-MEX, SE. (WICHITA ALBANY)"
2016,831,8A,VISTA ENERGY CORP.,8/27/2016,Producer,MARTIN,65991,0,0,Crude,60,0,60,Tank Battery,Other,Other,None,,"SEC 79, BLK 97, H&TC SUR","LIGHTNING, FIRE DEPARTMENT RESPONDED, CLEANUP, DISPOSED OF",COLEMAN RANCH,SHARON RIDGE (CLEAR FORK)
2016,667,8,ANADARKO E&P ONSHORE LLC,8/27/2016,Other,REEVES,0,0,0,Crude,12,8,4,Pipe Line,Equipment Failure,Other,None,,"31.59522, -103.43241","FLUIDS COLLECTED, REMEDIATE THE SOIL",GARDNER '144',NO FIELD NAME
2016,683,8,"CROWNQUEST OPERATING, LLC",8/27/2016,Producer,HOWARD,42213,0,0,Crude,55,50,5,Pump Station or Terminal,Equipment Failure,Other,None,,"SEC 20, BLK A, BAUER & COCKRELL","VAC TRUCK, REMEDIATION HAS BEGUN",GUITAR GALUSHA,SPRABERRY (TREND AREA)
2016,752,8,ANADARKO E&P ONSHORE LLC,8/27/2016,Producer,LOVING,0,271380,0,Crude,53,53,0,Tank Battery,Equipment Failure,Other,None,,"31.911757, -103.748905","VAC TRUCK, POWER WASH",BULLHEAD 55-1-39,SANDBAR (BONE SPRING)
2016,720,7C,HENRY RESOURCES LLC,8/27/2016,Producer,REAGAN,18674,0,0,Crude,30,0,30,Flow Line,Other,Other,None,,"SEC 10, BLK 07, UNIVERSITY LANDS","LIGHTENING, TILLED, REMEDIATED",UNIVKEISHA,GRIERSON SPRING (STRAWN)
2016,719,7C,XOG OPERATING LLC,8/26/2016,Producer,UPTON,7206,0,0,Crude,243,0,243,Tank Battery,Other,Other,None,,"SEC 23, BLK 2, MK&T RR SUR","LIGHTENING, REMEDIATION",STEVENSON,FRADEAN (DEVONIAN)
2016,607,1,"EP ENERGY E&P COMPANY, L.P.",8/25/2016,Producer,LA SALLE,18641,0,0,Crude,16,15,1,Pipe Line,Corrosion - Rust,Other,None,,"28.4541446, -99.2081090","VAC TRUCK, SOIL DUG UP, TREATED IN PLACE, REUSED OR DISPOSED OF",NEWMAN BROWN TRUST UNIT,EAGLEVILLE (EAGLE FORD-1)
2016,662,10,"LADDEX, LTD.",8/25/2016,Producer,POTTER,8609,0,0,Gas Well Liquid,5,0,5,Tank Battery,Equipment Failure,Other,None,,"SEC 12, BLK M-19, G&M SUR","REMOVED DIRT, TILLED AREA, LINED, BURMED AREA",MARTIAN,CRUZ CREEK (BROWN DOLOMITE)
2016,608,1,"CHESAPEAKE OPERATING, L.L.C.",8/25/2016,Producer,DIMMIT,15569,0,0,Crude,45,40,5,Tank Battery,Corrosion - Rust,Other,None,,"AB 1422 ,SEC 0026, J POITEVENT","VAC TRUCK, IN SITE REMEDIATION",VESPER DIM,BRISCOE RANCH (EAGLEFORD)
2016,796,7C,LEGACY RESERVES OPERATING LP,8/25/2016,Producer,CROCKETT,15015,0,0,Crude,113,15,98,Tank Battery,Corrosion - Rust,Other,None,,"SEC 2, BLK 47, UL SUR",REMEDIATION PENDING,"UNIVERSITY 2 ""K""",FARMER (SAN ANDRES)
2016,789,9,"NAUTILUS EXPLORATION, INC.",8/25/2016,Producer,WISE,0,209897,0,Gas Well Liquid,3,3,0,Tank Battery,Equipment Failure,Other,None,,"J. HUMPHRIES SUR, A-357","VAC TRUCK, DIG UP, REMEDIATE AFFECTED SOIL, AREA",LITTLE,"NEWARK, EAST (BARNETT SHALE)"
2016,767,8,QSTAR OPERATING LLC,8/25/2016,Producer,HOWARD,37053,0,0,Crude,163,115,48,Tank Battery,Other,Other,None,,"SEC 7, BLK A, BAUER & COCKRELL SUR","LIGHTENING, BATTERY HAULED OFF, FIRE DEPART CALLED, REROUTING","GUITAR ""7-6""",WOULD HAVE (CLEARFORK)
2016,694,8,CALLON PETROLEUM OPERATING CO,8/24/2016,Producer,MIDLAND,0,0,7111,Crude,250,240,10,Tank Battery,Equipment Failure,Other,None,,"SEC 1, BLK 41, T & P RR CO","SHUT IN, VAC TRUCK, REMEDIAION PLANS",SOUTH BROOKS 30,NO FIELD NAME
2016,1062,8A,OCCIDENTAL PERMIAN LTD.,8/24/2016,Producer,YOAKUM,60367,0,0,Combined,50,40,10,Pipe Line,Equipment Failure,Other,None,,PRENTICE SOUTHWEST 110,"VAC, REMEDIATE THE SOIL",PRENTICE SOUTHWEST UNIT,PRENTICE (6700)
2016,774,3,"LINC GULF COAST PETROLEUM, INC.",8/24/2016,Producer,CHAMBERS,146,0,0,Crude,5,5,0,Flow Line,Equipment Failure,Other,None,,"SUR GRIFFITH, H., ABS #12","VAC TRUCK, IMPACTED SOILS REMOVED FOR DISPOSAL","WILBURN ""C"" #10",BARBERS HILL
2016,609,1,"CHESAPEAKE OPERATING, L.L.C.",8/24/2016,Producer,DIMMIT,15620,0,0,Crude,102,99,3,Tank Battery,Equipment Failure,Other,None,,"AB 259, BLK 2, SEC 0038, I&GN RR CO","VAC TRUCK, IN SITE REMEDIATION",JERRY JOHNSTON DIM,BRISCOE RANCH (EAGLEFORD)
2016,1016,8,"SHERIDAN PRODUCTION COMPANY, LLC",8/24/2016,Producer,ANDREWS,1755,0,0,Crude,200,0,200,Tank Battery,Other,Other,None,,"32 15 71, 102 38 74","LIGHTING, CONTAMINATED SOIL DUG OUT, BLENDED WITH FRESH SOIL","GOWENS, J. W.",FUHRMAN-MASCHO
2016,674,8,"RING ENERGY, INC.",8/24/2016,Producer,CULBERSON,36763,0,0,Crude,137,0,137,Tank Battery,Other,Other,None,,"SEC 45, BLK 58, T1S, T&P RR CO SUR","LIGHTNING, FIRE DEPARTMENT CALLED, COMPLETELY BURNED OFF",BASS,"FORD, WEST (4100)"
2016,699,8,"RELIANCE ENERGY, INC.",8/23/2016,Producer,ANDREWS,40917,0,0,Crude,45,40,5,Flow Line,Equipment Failure,Other,None,,"SEC 44, BLK 40, T-2-N, SUR G&MMB&A SUR","VAC TRUCK, MICROBLAZE, MIXING, BLENDING, REMEDIATING",MABEE 240A,SPRABERRY (TREND AREA)
2016,742,8,FOUNDATION ENERGY MANAGEMENT LLC,8/23/2016,Producer,HOWARD,37441,0,0,Crude,33,0,33,Tank Battery,Theft,Other,None,,TANK 12061,FILED REPORT WITH POLICE DEPT,"WARD ""17""",WOULD HAVE (CLEARFORK)
2016,790,9,"TEXXOL OPERATING COMPANY, INC.",8/23/2016,Producer,WISE,0,227878,0,Crude,64,0,64,Tank Battery,Theft,Other,None,,"H ROBINSON SUR, A-713,",FILED REPORT WITH THE WISE COUNTY SHERRIFF,"GOODGER, W. L.","NEWARK, EAST (BARNETT SHALE)"
2016,635,7C,ENDEAVOR ENERGY RESOURCES L.P.,8/22/2016,Producer,UPTON,7403,0,0,Crude,101,28,73,Tank Battery,Equipment Failure,Other,None,,"31.494114, -101.841843",REMEDIATION IN PROGRESS,"RYBURN, C.W. A/C 2",SPRABERRY (TREND AREA CL. FK.)
2016,733,8,KINDER MORGAN PRODUCTION CO LLC,8/22/2016,Producer,HOOD,3137,0,0,Crude,9,9,0,Tank Battery,Equipment Failure,Other,None,,"SEC 293, BLK 97, H & TC, SUR","REPAIRED VENT VALVE, MIX, BLEND REMAINING OIL IMPACTED SOIL",GALVAN RANCH L7,NO FIELD NAME
2016,743,8,"AXIA ENERGY II, LLC",8/22/2016,Producer,CRANE,44807,0,0,Crude,20,20,0,Tank Battery,Equipment Failure,Other,None,,"SEC 26, BLK 32, PSL/HOGG, G JR","VAC TRUCK, SOILS EITHER REMOVED, MIXED WITH CLEAN SOIL",FAYE,UNIVERSITY 31 WEST (U. DEVONIAN)
2016,621,1,"PENN VIRGINIA OIL & GAS, L.P.",8/22/2016,Producer,GONZALES,13677,0,0,Crude,60,59,1,Tank Battery,Equipment Failure,Other,None,,"JACKSON, THOMAS","VAC TRUCK, BIO-REMEDIATION MATERIAL USED",LAVENDER-THIEDE,PEACH CREEK (AUSTIN CHALK)
2016,701,8,ENDEAVOR ENERGY RESOURCES L.P.,8/22/2016,Producer,WARD,4020,0,0,Crude,320,290,30,Tank Battery,Equipment Failure,Other,None,,"31.624551, -103.060863",REMEDIATION IN PROGRESS,"SEALY, GEORGE SEC. -45-",MAGNOLIA SEALY
2016,734,8,ENCANA OIL & GAS(USA) INC.,8/21/2016,Producer,MIDLAND,34717,0,0,Crude,18,15,3,Tank Battery,Equipment Failure,Other,None,,"31.685899, -102.0984009",DIRT WORKS HAS BEEN ASSIGNED CLEANUP ACTIVITIES,"DAVIDSON ""22""",SPRABERRY (TREND AREA)
