MasterYear,Form Number,District,OperatorNumber,DateofLoss,Type_Company_Cd,County,LeaseNumber,Gasident,CommNbr,TypeLiquid,GrossLoss,Recovered,Net Loss,Facility,CauseofLoss,Remedy,Water,WaterName,Location,Remarks,LeaseName,FieldNumber
2015,1465,7C,"PARSLEY ENERGY OPERATIONS, LLC",12/31/2015,Producer,REAGAN,18970,0,0,Crude,11,10,1,Tank Battery,Equipment Failure,Other,None,,"SEC 9, BLK D, L&SV RR CO A-330","VAC TRUCK, WILL REMEDIATE ANY IMPACTED AREA",RINGO 9,SPRABERRY (TREND AREA) R 40 EXC
2015,1559,8A,OCCIDENTAL PERMIAN LTD.,12/31/2015,Producer,GAINES,63524,0,0,Crude,10,9,1,Tank Battery,Equipment Failure,Other,None,,"SEC 45, BLK AX",CJR CONTRACTORS REMEDIATE THE SOIL,GAINES WASSON CLEARFORK UNIT,WASSON 72
2015,1441,8,OXY USA INC.,12/31/2015,Producer,HOWARD,3994,0,0,Crude,77,72,5,Tank Battery,Equipment Failure,Other,None,,"SEC 47, BLK 32, T-3-N, T&P RR CO SUR",RECOVER AND REMEDIATE IN PLACE,"HYDEN, M. C.","LUTHER, SE. (SILURIAN-DEVONIAN)"
2015,1372,8,ENERGEN RESOURCES CORPORATION,12/30/2015,Producer,MARTIN,44321,0,0,Crude,50,40,10,Tank Battery,Equipment Failure,Other,None,,"32.492396, -101.770841",PICKED UP AS MUCH FREESTANDING FLUID,ACKERLY BARBER 19,SPRABERRY (TREND AREA)
2015,1427,8,"PIONEER NATURAL RES. USA, INC.",12/30/2015,Producer,MIDLAND,18187,0,0,Crude,22,20,2,Tank Battery,Equipment Failure,Other,None,,"31.810064, -101.832863","VAC TRUCK, EXCAVATED, BLENDED WITH FRESH SOIL, BIO REMEDIATION AID",SHACKELFORD SPRABERRY UNIT,SPRABERRY (TREND AREA)
2015,1415,7C,"PARSLEY ENERGY OPERATIONS, LLC",12/30/2015,Producer,REAGAN,18928,0,0,Crude,11,10,1,Tank Battery,Equipment Failure,Other,None,,"SEC 10, BLK D A-788, L&SV RR CO","VAC TRUCK, REMEDIATE ANY IMPACTED AREA",RINGO 10,SPRABERRY (TREND AREA) R 40 EXC
2015,1374,8,ENERGEN RESOURCES CORPORATION,12/30/2015,Producer,WARD,41411,0,0,Crude,6,5,1,Tank Battery,Equipment Failure,Repaired Existing Equipment,None,,"31.629146, -103.421216","SHUT IN THE WELL, REPLACED THE GASKET, PICKED UP FLUID",PRUETT 23,TWO GEORGES (BONE SPRING)
2015,1468,8A,XTO ENERGY INC.,12/30/2015,Producer,GAINES,60580,0,0,Crude,10,6,4,Tank Battery,Equipment Failure,Other,None,,"SEC 10, BLK A-24, PSL SUR","VAC TRUCK, BACKHOE, STEAMED CLEANED VESSELS",ROBERTSON /CLEARFORK/ UNIT,"ROBERTSON, N. (CLEAR FORK 7100)"
2015,1443,8,CALLON PETROLEUM OPERATING CO,12/30/2015,Producer,ANDREWS,39108,0,0,Crude,55,54,1,Tank Battery,Equipment Failure,Other,None,,"SEC 24, BLK 40, T&P RR CO",BIOREMEDIATED THE SOILS ON LOCATION,BOHANNON24,SPRABERRY (TREND AREA)
2015,1376,8,ENDEAVOR ENERGY RESOURCES L.P.,12/30/2015,Producer,HOWARD,41272,0,0,Crude,7,5,2,Tank Battery,Equipment Failure,Other,None,,"32.108547, -101.399825",REMEDIATION IN PROGRESS,"SETTLES, W. R.",HOWARD GLASSCOCK (CONSOLIDATED)
2015,1370,8,DIAMONDBACK E&P LLC,12/29/2015,Producer,ANDREWS,41785,0,0,Crude,170,160,10,Tank Battery,Corrosion - Rust,Installed New Equipment,None,,"32.439559, -102.310705","REPLACED SECTION OF FLOWLINE, VAC TRUCK,",UL III 36,SPRABERRY (TREND AREA)
2015,1391,8A,GREAT WESTERN DRILLING COMPANY,12/29/2015,Producer,TERRY,8637,0,0,Crude,337,218,119,Tank Battery,Equipment Failure,Other,None,,"SEC 23, BLK D-11, C&M RR CO SUR","BACKHOE, VAC TRUCK, CLEANED UP TANK SITE","DAY, CACY ""A""",TERRYON (GLORIETA)
2015,1332,8,COG OPERATING LLC,12/29/2015,Producer,ANDREWS,42858,0,0,Crude,41,20,21,Tank Battery,Equipment Failure,Other,None,,"SEC 17, BLK 3, PSL",CLEAN UP STILL IN PROGRESS,MIRANDA,SPRABERRY (TREND AREA)
2015,1373,8,ENERGEN RESOURCES CORPORATION,12/29/2015,Producer,ANDREWS,21220,0,0,Crude,15,13,2,Tank Battery,Equipment Failure,Other,None,,"32.231722, -102.687002","REPAIRED FLOWLINES, PICKED UP AS MUCH FREESTANDING FLUIDS",WEST FUHRMAN-MASCHO UNIT,FUHRMAN-MASCHO
2015,1394,8A,OXY USA INC.,12/29/2015,Producer,HOCKLEY,6012,0,0,Crude,130,0,130,Tank Battery,Equipment Failure,Other,None,,"LABOR 27, LEAGUE 39","VAC TRUCK, BACKHOE BLADED AREA, REMEDIATION TO BE COMPLETED","SLAUGHTER, R. L. JR. ""C""",SLAUGHTER
2015,1563,8A,OCCIDENTAL PERMIAN LTD.,12/28/2015,Producer,YOAKUM,62541,0,0,Crude,70,0,70,Tank Battery,Equipment Failure,Other,None,,"SEC 759, BLK D, JOHN H GIBSON SUR",REMEDIATE THE SOIL,GIBSON UNIT,WASSON 72
2015,1558,8A,OCCIDENTAL PERMIAN LTD.,12/28/2015,Producer,YOAKUM,66222,0,0,Crude,32,30,2,Tank Battery,Equipment Failure,Other,None,,"SEC 487, BLK D, JOHN H GIBSON SUR",CJR CONTRACTORS REMEDIATE THE SOIL,CENTRAL OWNBY UNIT,"OWNBY (CLEAR FORK, UPPER)"
2015,1428,8,ENCANA OIL & GAS(USA) INC.,12/28/2015,Producer,HOWARD,46708,0,0,Crude,15,15,0,Tank Battery,Equipment Failure,Other,None,,BROOKS 30 BATTERY,"VAC TRUCK, FLUID STAYED INSIDE CONTAINMENT, NO CLEAN UP NEEDED",BROOKS 30,SPRABERRY (TREND AREA STRAWN)
2015,1399,8A,"WALSH PETROLEUM, INC.",12/28/2015,Producer,YOAKUM,70158,0,0,Combined,85,84,1,Tank Battery,Equipment Failure,Other,None,,"SEC 580, BLK D, J.H. GIBSON SUR","PICKED UP LIQUIDS, REMEDIATION",WINBERT,BRAHANEY
2015,1398,8,ENCANA OIL & GAS(USA) INC.,12/28/2015,Producer,MIDLAND,39914,0,0,Crude,12,10,2,Tank Battery,Equipment Failure,Other,None,,"31.661948238, -102.048940409",DOUBLE D CONSTRUCTION ASSIGNED CLEANUP & CLOSURE ACTIVITIES,"DAVIDSON ""36C""",SPRABERRY (TREND AREA)
2015,1416,7C,CALLON PETROLEUM OPERATING CO,12/28/2015,Producer,UPTON,17203,0,0,Crude,16,10,6,Tank Battery,Corrosion - Rust,Other,None,,"31.31504, -101.91230","VAC TRUCK, ON SITE REMEDIATION",NEAL,SPRABERRY (TREND AREA)
2015,1562,8A,OCCIDENTAL PERMIAN LTD.,12/28/2015,Producer,YOAKUM,62689,0,0,Crude,15,0,15,Tank Battery,Equipment Failure,Other,None,,"SEC 678, BLK D, JOHN H GIBSON SURVEY",REMEDIATED THE SOIL,WASSON NORTH CLEARFORK UNIT,"WASSON, NE. (CLEAR FORK)"
2015,1418,7B,STOVALL OPERATING CO.,12/28/2015,Producer,THROCKMORTON,19648,0,0,Crude,119,90,29,Tank Battery,Equipment Failure,Other,None,,"SEC 947, A-363","VAC TRUCK, SOAK UP OIL, TILLER WITH FRESH DIRT",ROBERTS UNIT,THROCKMORTON COUNTY REGULAR
2015,1405,4,"TRINITY RIVER ENERGY OPER, LLC",12/28/2015,Producer,BROOKS,0,187275,0,Crude,50,47,3,Flow Line,Equipment Failure,Other,None,,"BALLI, JJ A45","VAC TRUCK, REMOVED & DISPOSED OF",SANTA FE RANCH,"TOM EAST (13,800)"
2015,1395,8A,OCCIDENTAL PERMIAN LTD.,12/28/2015,Producer,HOCKLEY,60298,0,0,Crude,140,0,140,Tank Battery,Equipment Failure,Other,None,,"LABOR 39, LEAGUE 68","VAC TRUCK, BACKHOE BLADED AREA, REMEDIATION TO BE COMPLETED",CENTRAL LEVELLAND UNIT,LEVELLAND
2015,1397,8,"CROWNQUEST OPERATING, LLC",12/28/2015,Producer,HOWARD,42213,0,0,Crude,30,27,3,Tank Battery,Equipment Failure,Other,None,,"SEC 22, BLK A BAUER & COCKRELL SUR","VAC TRUCK, SPILL CONTAINED INSIDE THE FIREWALL",GUITAR GALUSHA,SPRABERRY (TREND AREA)
2015,1369,8,DIAMONDBACK E&P LLC,12/27/2015,Producer,HOCKLEY,43453,0,0,Crude,50,45,5,Tank Battery,Equipment Failure,Other,None,,"LABOR 25, LEAGUE 266","CLOSED VALVE, VAC TRUCK, FLUIDS REMAINED INSIDE BATTERY",LINDSEY 24,SPRABERRY (TREND AREA)
2015,1414,7C,APPROACH OPERATING LLC,12/27/2015,Producer,CROCKETT,17263,0,0,Crude,10,5,5,Tank Battery,Equipment Failure,Other,None,,"RUNNELS COUNTY SCHOOL LAND SUR 2, ABS 2832","BERMED, AFFECTED SOILS DUG & PUT ONTO PLASTIC TARP, REMEDIATION","BAKER ""B""",HOLT RANCH (CONSOLIDATED)
2015,1434,8,OXY USA INC.,12/27/2015,Producer,HOWARD,47274,0,0,Crude,9,0,9,Tank Battery,Equipment Failure,Other,None,,"SEC 31, BLK 32, SUR T&P RR CO",ON SITE ENHANCED BIOREMENDIATION,SHIELDS 3102,SPRABERRY (TREND AREA)
2015,1346,4,HILCORP ENERGY COMPANY,12/27/2015,Producer,STARR,0,225673,0,Combined,90,80,10,Tank Battery,Equipment Failure,Other,None,,"ABS LABEL A-1054, SEC 536","CLOSED SUCTION/DISCHARGE VALVES, VAC TRUCK, EXCAVATED SOIL","SLICK, T. B. ESTATE ""B"" 536",RINCON (VICKSBURG CONS.)
2015,1403,10,"CHAPARRAL ENERGY, L.L.C.",12/27/2015,Producer,OCHILTREE,2959,268762,0,Crude,30,28,2,Tank Battery,Equipment Failure,Other,None,,"BLK JT, SEC 13","CLEANED OFF, PICKED UP, SOIL, OIL ABSORB TILLED INTO IMPACTED AREA",FARNSWORTH UNIT,FARNSWORTH (MORROW UPPER)
2015,1489,7C,"VANGUARD OPERATING, LLC",12/27/2015,Producer,RUNNELS,506,0,0,Crude,20,20,0,Tank Battery,Act of God,Other,None,,"G. CARROLL #286, SUR A-97","LIGHTNING, VAC TRUCK, DISPOSAL",FT. CHADBOURNE ODOM LIME UNIT,FORT CHADBOURNE
2015,1457,9,"BRIGADIER OPERATING, LLC",12/27/2015,Producer,JACK,32305,0,0,Combined,90,51,39,Tank Battery,Act of God,Other,None,,"BS&F CO SURVEY, ABS 73",REMEDIATION,GUNTER,KRS (MARBLE FALLS)
2015,1499,8A,APACHE CORPORATION,12/27/2015,Producer,HOCKLEY,60242,0,0,Crude,210,200,10,Tank Battery,Equipment Failure,Other,None,,"33.739682, -102.464043","FREE FLUIDS RECOVERED, SOILS BLENDED",YELLOWHOUSE UNIT,YELLOWHOUSE
2015,1420,9,BURLINGTON RESOURCES O & G CO LP,12/26/2015,Producer,DENTON,0,249691,0,Gas Well Liquid,24,0,24,Tank Battery,Act of God,Other,None,,"33.294031, -97.343246","CALLED FIRE DEPARTMENT,",SATER,"BOONSVILLE (BEND CONGL., GAS)"
2015,1458,7B,"PALEO ENERGY INVESTMENTS, LLC",12/26/2015,Producer,PALO PINTO,3130,0,0,Crude,4,3,1,Flow Line,Act of God,Other,None,,"SEC 43, BLK 2, T&P RY CO SUR, ABS 1403","VAC TRUCK, ABSORBANT OIL PADS, OIL BOOMS, RAKED, REMEDIATION","SANDERS, WM.",PALO PINTO COUNTY REGULAR
2015,1382,8,ENDEAVOR ENERGY RESOURCES L.P.,12/26/2015,Producer,MARTIN,38535,0,0,Crude,16,14,2,Tank Battery,Equipment Failure,Other,None,,"32.422169, -101.810412",REMEDIATION IN PROGRESS,"LIBERTY-DYER ""42""",SPRABERRY (TREND AREA)
2015,1362,7C,DISCOVERY NATURAL RESOURCES LLC,12/26/2015,Producer,IRION,17595,0,0,Crude,240,240,0,Tank Battery,Equipment Failure,Other,None,,"SUR A-386, BLK 14, SEC 63","VAC UP, PRESSURE WASHED, SKIMMED REMAINING OIL","ROCKER B ""A""",LIN (WOLFCAMP)
2015,1363,7C,ENCANA OIL & GAS(USA) INC.,12/25/2015,Producer,IRION,14672,0,0,Crude,7,6,1,Tank Battery,Act of God,Other,None,,"31.650438, -102.057016",DOUBLE D CONSTRUCTION ASSIGNED CLEANUP & CLOSURE ACTIVITIES,"DAVIDSON ""48""",SPRABERRY (TREND AREA)
2015,1417,7C,"DISCOVERY OPERATING, INC.",12/25/2015,Producer,SCHLEICHER,0,0,7651,Crude,49,0,49,Tank Battery,Act of God,Other,None,,"SEC 7, BLK 53","PICKED UP OILY SOIL, MIXED WITH FRESH DIRT, BEGIN REMEDIATION",NEAL,NO FIELD NAME
2015,1331,3,"MAVERICK PROD. CO., INC.",12/24/2015,Producer,FORT BEND,21225,0,0,Crude,5,3,2,Flow Line,Equipment Failure,Other,None,,BLAKELY E,"VAC UP, HAULED OFF, SCRAPED, NEW SOIL APPLIED",BLAKELY E,BLUE RIDGE
2015,1375,8,ENERGEN RESOURCES CORPORATION,12/24/2015,Producer,LOVING,43671,0,0,Crude,11,10,1,Tank Battery,Equipment Failure,Repaired Existing Equipment,None,,"31.853478, -103.514526","REPLACED THE TUBING, PICKED UP FREESTANDING FLUIDS",COPPERHEAD 53-14,TWO GEORGES (BONE SPRING)
2015,1371,8,ENERGEN RESOURCES CORPORATION,12/23/2015,Producer,WARD,28223,0,0,Crude,16,15,1,Tank Battery,Equipment Failure,Other,None,,"31.624631, -103.425807","REPAIRED THE PUMP, PICKED UP FREESTANDING FLUIDS","PRUETT, T. B. ET AL","QUITO, WEST (DELAWARE)"
2015,1377,8,OXY USA INC.,12/23/2015,Producer,WARD,28857,0,0,Crude,15,12,3,Tank Battery,Equipment Failure,Other,None,,"SEC 42, BLK 33, SUR H & TC RR CO",VAC TRUCK PULL LOST FLUID INSIDE LINED CONTAINMENT,WORSHAM -42-,COLLIE (DELAWARE)
2015,1378,8,OCCIDENTAL PERMIAN LTD.,12/23/2015,Producer,MARTIN,40691,0,0,Combined,680,660,20,Tank Battery,Equipment Failure,Other,None,,"SEC 5, BLK 39, T1S T&P RR CO",RECOVER FLUIDS & REMEDIATION IN PLACE,SOUTH CURTIS RANCH,SPRABERRY (TREND AREA)
2015,1379,8,OXY USA INC.,12/23/2015,Producer,MARTIN,38792,0,0,Combined,150,139,11,Tank Battery,Equipment Failure,Other,None,,5760 ACRES,"RECOVER FLUIDS, REMEDIATION IN PLACE",MABEE 139,SPRABERRY (TREND AREA)
2015,1488,7C,"EP ENERGY E&P COMPANY, L.P.",12/23/2015,Producer,CROCKETT,17576,0,0,Crude,9,0,9,Tank Battery,Equipment Failure,Other,None,,UNIVERSITY EAST 47-16,"SOIL EXCAVATION, IN PLACE REMEDIATION",UNIVERSITY EAST,LIN (WOLFCAMP)
2015,1445,4,"EOG RESOURCES, INC.",12/23/2015,Producer,SAN PATRICIO,12655,0,0,Crude,8,7,1,Flow Line,Corrosion - Rust,Other,None,,"27.891304, -97.426324",EXCAVATED SOIL IS BEING TREATED WITH BIO REMEDIATION,NUECES BAY STATE TRACT 707,MONDO SUENO (BRIGHAM)
2015,1385,8A,"TEXLAND PETROLEUM, L.P.",12/22/2015,Producer,LUBBOCK,65322,0,0,Crude,4,0,4,Flow Line,Equipment Failure,Other,None,,"SEC 2, BLK D-4, T.T.R.R. SUR","EXCAVATED, REPLACE CONTAMINATED DIRT AND RESOD GRASS",CITY OF LUBBOCK UNIT,EDMISSON (CLEAR FORK)
2015,1392,8,VITOL MIDSTREAM PIPELINE LLC,12/22/2015,Transporter,MIDLAND,0,0,0,Crude,6,4,2,Tank Battery,Human Error - Other,Other,None,,"31.833056, -102.028889","VAC TRUCK, BACKHOE, SOIL WILL BE REMEDIATED ON SITE","DAY, CACY ""A""",NO FIELD NAME
2015,1334,8,"PIONEER NATURAL RES. USA, INC.",12/20/2015,Producer,MIDLAND,6268,0,0,Crude,35,30,5,Tank Battery,Equipment Failure,Other,None,,"31.932293, -101.800996","VAC TRUCK, EXCAVATED, BLENDED WITH FRESH SOIL, BIOLOGICAL REMED",O BRIEN -A-,SPRABERRY (TREND AREA)
2015,1381,8,ANADARKO E&P ONSHORE LLC,12/20/2015,Producer,WARD,40151,0,0,Crude,10,8,2,Tank Battery,Equipment Failure,Other,None,,"31.464837, -103.338828",VALVES TO PUMP WERE ISOLATED AND POWER WAS DISCONNECTED,CHEVRON 34-157,PHANTOM (WOLFCAMP)
2015,1386,10,BP AMERICA PRODUCTION COMPANY,12/20/2015,Producer,OCHILTREE,0,21915,0,Gas Well Liquid,40,0,40,Tank Battery,Equipment Failure,Other,None,,"SEC 828, BLK 43, H&TC SUR",IMPACTED SOIL TO BE REMEDIATED ON LOCATION,"ELLIS, CARL, TRUSTEE -A-",PAN PETRO (CLEVELAND)
2015,1464,7C,"JP ENERGY PERMIAN, LLC",12/19/2015,Transporter,CROCKETT,17576,0,0,Crude,12,10,2,Pipe Line,Equipment Failure,Other,None,,"BLK 41, SUR 10","VAC TRUCK, REMAINING SOIL IS BEING REMEDIATED ON SITE",UNIVERSITY EAST,LIN (WOLFCAMP)
2015,1542,10,BP AMERICA PRODUCTION COMPANY,12/19/2015,Producer,OCHILTREE,0,280558,0,Crude,12,12,0,Tank Battery,Equipment Failure,Other,None,,"SEC 579, BLK 43, H&TC","OIL RECOVERED, GROUND FROZEN, WASHED, ON SITE BIOREMEDIATION",DOUG HOLMES 566,PAN PETRO (CLEVELAND)
2015,1487,7C,"EP ENERGY E&P COMPANY, L.P.",12/19/2015,Producer,CROCKETT,17576,0,0,Crude,20,15,5,Tank Battery,Equipment Failure,Other,None,,UNIVERSITY EAST 41-16 AH,"REMEDIAL MEASURES, SOIL EXCACATION",UNIVERSITY EAST,LIN (WOLFCAMP)
2015,1426,8,MEMORIAL PRODUCTION OPER. LLC,12/18/2015,Producer,WINKLER,2586,0,0,Crude,40,35,5,Tank Battery,Equipment Failure,Other,None,,IDA HENDRICKS BATTERY,"VACCUMN, RESURFACE, REPLACE FUSE, REPLACED BACK UP BATTERY","HENDRICK, IDA",HENDRICK
2015,1413,7C,APPROACH OPERATING LLC,12/17/2015,Producer,CROCKETT,18279,0,0,Crude,7,0,7,Tank Battery,Equipment Failure,Other,None,,"SEC 20, BLK 1, ABS 4754, SUR GC & SF RR","AFFECTED AREA BERMED, DUG PUT INTO PLASTIC TARP, REMEDIATION",ELLIOTT,HOLT RANCH (CONSOLIDATED)
2015,1361,7C,ENDEAVOR ENERGY RESOURCES L.P.,12/17/2015,Producer,REAGAN,7329,0,0,Crude,250,88,162,Tank Battery,Equipment Failure,Other,None,,"31.086513, -101.413435",REMEDIATION IN PROGRESS,"UNIVERSITY ""11""",FARMER (SAN ANDRES)
2015,1481,8,CHEVRON U. S. A. INC.,12/17/2015,Producer,MARTIN,4161,0,0,Crude,13,10,3,Flow Line,Equipment Failure,Other,None,,"SEC 185, BLK F, CCSD & RGNG RR","VAC TRUCK, DEEP BROKE, BLENDED, TILLED, TREATED MICROBES","MCELROY, J. T., CONS.",MCELROY
2015,1342,8,ENERGEN RESOURCES CORPORATION,12/16/2015,Producer,LOVING,43671,0,0,Crude,103,100,3,Tank Battery,Equipment Failure,Other,None,,"31.852627, -103.528523","SHUT OUT HEATER, REPLACED GASKET, PICKED UP FREESTANDING FLUIDS",COPPERHEAD 53-14,TWO GEORGES (BONE SPRING)
2015,1360,7C,TRUE OIL COMPANY LLC,12/16/2015,Producer,UPTON,14935,0,0,Crude,20,18,2,Tank Battery,Equipment Failure,Other,None,,"SEC 85, BLK D, CCSD RGNG RR CO","VAC TRUCK, SQUEEGEED",MARY O,"AMACKER-TIPPETT, SW (WOLFCAMP)"
2015,1412,7C,SUMMIT PETROLEUM LLC,12/16/2015,Producer,UPTON,16090,0,0,Crude,209,139,70,Tank Battery,Equipment Failure,Other,None,,"SEC 3, BLK 42, T & P RR CO","VAC TRUCK, BACK DRAGGED AREA WITH BACKHOE, REMEDIATION",BEE,SPRABERRY (TREND AREA)
2015,1339,8,CENTURION PIPELINE L.P.,12/16/2015,Transporter,ECTOR,0,0,0,Crude,60,20,40,Pipe Line,Corrosion - Rust,Other,None,,"SEC 2, BLK 35, UNIVERSITY LANDS",BLENDED WITH CLEAN SOIL,MEANS /SAN ANDRES/ UNIT,NO FIELD NAME
2015,1343,8,ENERGEN RESOURCES CORPORATION,12/16/2015,Producer,WARD,46849,0,0,Crude,32,30,2,Tank Battery,Equipment Failure,Other,None,,"31.569349, -103.186067","SHUT IN, PICKED UP AS MUCH FREESTANDING FLUIDS",UNIVERSITY 24-17,PHANTOM (WOLFCAMP)
2015,1380,8,OXY USA WTP LP,12/16/2015,Producer,REEVES,42874,0,0,Crude,24,23,1,Tank Battery,Equipment Failure,Other,None,,"SEC 20, 50 T7S, T&P RRCO",RECOVER AND REMEDIATE IN PLACE,GORILLA 20,WOLFBONE (TREND AREA)
2015,1486,7C,"TRACKER RESOURCE DEV III, LLC",12/16/2015,Producer,IRION,17199,0,0,Crude,25,20,5,Tank Battery,Equipment Failure,Other,None,,"SEC 41, A-463","VAC TRUCK, BACKHOE, MIXED FRESH SOIL, FERTILIZED W/ORGANIC MATERAL","NUTT ""B""",LUCKY MAG (CONSOLIDATED)
2015,1344,8,ANADARKO E&P ONSHORE LLC,12/15/2015,Producer,LOVING,0,219735,0,Crude,523,520,3,Tank Battery,Equipment Failure,Other,None,,"31.73312, -103.49471","FLUIDS RECOVERED, VAC TRUCK, PRESSURE WASHED, REMEDIATE ON SITE",APC SWD,HALEY (LWR. WOLFCAMP-PENN CONS.)
2015,1411,7C,HENRY RESOURCES LLC,12/15/2015,Producer,REAGAN,17807,0,0,Crude,18,15,3,Tank Battery,Equipment Failure,Other,None,,"SEC 21, BLK 07, UNIVERSITY LANDS","VAC TRUCK, TILLED, REMEDIATED",UNIVKEISHA,SPRABERRY (TREND AREA)
2015,1437,8,"PIONEER NATURAL RES. USA, INC.",12/15/2015,Producer,MIDLAND,18551,0,0,Crude,13,10,3,Tank Battery,Equipment Failure,Other,None,,"31.71778, -101.855916","VAC TRUCK, EXCAVATED, BLENDED WITH FRESH SOIL, BIOREMEDIATIN AID",PRESTON SPRABERRY UNIT,SPRABERRY (TREND AREA)
2015,1581,1,"SWIFT ENERGY OPERATING, LLC",12/15/2015,Producer,MCMULLEN,0,263799,0,Combined,120,110,10,Tank Battery,Equipment Failure,Other,None,,SIDDONS OL PRODUCTION FACILITY,"VAC TRUCK, LEAKING TANKS BEING REPAIRED OR REPLACED",SIDDONS OL,A.W.P. (OLMOS)
2015,1440,8,"NAVITAS MDSTR MIDLAND BASIN, LLC",12/15/2015,Transporter,GLASSCOCK,0,0,0,Gas Well Liquid,5,0,5,Pipe Line,Equipment Failure,Other,None,,"BLK 36, T-3-S, SEC 43, T&P RR CO",PIONEER NATURAL RESOURCES WILL BE RESPONSIBLE FOR REMEDIAL EFFORTS,WARDER,NO FIELD NAME
2015,1419,9,"NEWARK E&P OPERATING, LLC",12/15/2015,Producer,THROCKMORTON,32583,0,0,Crude,600,400,200,Tank Battery,Equipment Failure,Other,None,,TRIANGLE J SWD,"TILLED AFFECTED AREA, TREATED",TRIANGLE J SWD,S.A.O.C. (ELLENBURGER)
2015,1243,8,DIAMONDBACK E&P LLC,12/14/2015,Producer,MARTIN,39795,0,0,Crude,18,15,3,Tank Battery,Equipment Failure,Installed New Equipment,None,,"SEC 38, BLK 34, T3N, T&P RR CO SUR","REPLACED JOINT, REMEDIATION IN PROGRESS",HALL TRUST 38,SPRABERRY (TREND AREA)
2015,1439,8,"NAVITAS MDSTR MIDLAND BASIN, LLC",12/14/2015,Transporter,GLASSCOCK,0,0,0,Gas Well Liquid,5,0,5,Pipe Line,Equipment Failure,Other,None,,"BLK 37, T4S, SEC 25, SUR T&P RR CO","BLEND SOIL, HYDROCARBON DEGRADATION AGENTS",WARDER,NO FIELD NAME
2015,1321,9,BURLINGTON RESOURCES O & G CO LP,12/14/2015,Producer,DENTON,0,246381,0,Gas Well Liquid,10,10,0,Tank Battery,Equipment Failure,Other,None,,"33.28515, -97.30972","VAC TRUCK, REMEAINING FLUIDS IN THE FAILED TANK TO ADJACENT TANK","MILLER, JANA UNIT","NEWARK, EAST (BARNETT SHALE)"
2015,1498,8,APACHE CORPORATION,12/14/2015,Producer,GLASSCOCK,40474,0,0,Crude,12,10,2,Tank Battery,Human Error - Other,Other,None,,"31.9293, -101.4951","FREE FLUIDS RECOVERED, SOILS BLENDED",HUITT 25,JAILHOUSE (FUSSELMAN)
2015,1422,8,PLAINS PIPELINE L.P.,12/14/2015,Transporter,CULBERSON,0,0,0,Crude,10,5,5,Tank Battery,Corrosion - Rust,Other,None,,"32.53024, 100.83563",BROUGHT TO SURFACE FOR ON SITE BIO REMEDIATION,SATER,NO FIELD NAME
2015,1341,8,ENERGEN RESOURCES CORPORATION,12/14/2015,Producer,MITCHELL,20847,0,0,Crude,30,25,5,Flow Line,Corrosion - Rust,Installed New Equipment,None,,"32.376944, -101.041944","CLAMP FLOWLINE, REPLACE, PICK UP FREESTANDING FLUID",WESTBROOK SOUTHEAST UNIT,WESTBROOK
2015,1242,8,"RSP PERMIAN, LLC",12/14/2015,Producer,MARTIN,37798,0,0,Crude,6,3,3,Flow Line,Corrosion - Rust,Other,None,,"SEC 11, BLK 39, T-1-N T&P RR CO",REMEDIATE ON SITE,"JOHNSON, TED",SPRABERRY (TREND AREA)
2015,1580,1,"SWIFT ENERGY OPERATING, LLC",12/13/2015,Producer,MCMULLEN,15379,0,0,Crude,30,23,7,Tank Battery,Corrosion - Rust,Other,None,,G.L. HAYES PRODUCTION FACITILY,"VAC TRUCK, REMEDIATION","HAYES, G. L. EF",EAGLEVILLE (EAGLE FORD-1)
2015,1502,8,ENDEAVOR ENERGY RESOURCES L.P.,12/13/2015,Producer,GLASSCOCK,6596,0,0,Crude,20,0,20,Valve,Equipment Failure,Other,None,,"SEC 17, BLK 36, T4S SUR, T & P RR CO",REMEDIATION IN PROGRESS,"HUTCHISON, M. B.",SPRABERRY (TREND AREA)
2015,1516,8A,LEGACY RESERVES OPERATING LP,12/13/2015,Producer,GARZA,5155,0,0,Crude,20,19,1,Tank Battery,Equipment Failure,Other,Stock Tank,STOCKTANK,"SEC 938, BLK 97, H&TC RR CO",CRUDE WAS REMVOED FROM SURFACE WATER,"STOKER, K. ET UX ""C""",ROCKER -A-
2015,1359,7C,"LAREDO PETROLEUM, INC.",12/12/2015,Producer,REAGAN,16734,0,0,Crude,66,55,11,Tank Battery,Corrosion - Rust,Other,None,,109 BATTERY,"GANG & BACKHOE SPREAD PEAT MOSS OVER IMPACTED AREA, BLENDED",SUGG-B-,SPRABERRY (TREND AREA)
2015,1241,8,"SANDRIDGE EXPL. AND PROD., LLC",12/12/2015,Producer,ANDREWS,28388,0,0,Crude,51,50,1,Tank Battery,Corrosion - Rust,Repaired Existing Equipment,None,,"SEC 47, BLK 13, UL U439",REPAIR OR REPLACE THE TANK & REMEDIATE THE SOIL,UNIVERSITY 47,FUHRMAN-MASCHO
2015,1425,8,CALLON PETROLEUM OPERATING CO,12/12/2015,Producer,MIDLAND,38873,0,0,Crude,10,9,1,Valve,Equipment Failure,Other,None,,"SEC 40, BLK 40, T1N, T&P RR CO","VAC TRUCK, CLEARED BLOCKAGE, TILL THE SOIL, BIOREMEDIATION",CASSELMAN40,SPRABERRY (TREND AREA)
