MasterYear,Form Number,District,OperatorNumber,DateofLoss,Type_Company_Cd,County,LeaseNumber,Gasident,CommNbr,TypeLiquid,GrossLoss,Recovered,Net Loss,Facility,CauseofLoss,Remedy,Water,WaterName,Location,Remarks,LeaseName,FieldNumber
2015,595,7C,"PIONEER NATURAL RES. USA, INC.",5/28/2015,Producer,UPTON,4088,0,0,Crude,9,5,4,Flow Line,Equipment Failure,Other,None,,"31.413875, 101.839726","VACUUM TRUCK, BACKFILLING EXCAVATION",PEMBROOK UNIT,SPRABERRY (TREND AREA)
2015,596,7C,DISCOVERY NATURAL RESOURCES LLC,5/28/2015,Producer,IRION,17105,0,0,Crude,33,0,33,Tank Battery,Act of God,Other,None,,"SEC 1949, JAMES COLLIER SUR A-49","LIQUIDS REMAINED INSIDE LINED BERM, NO IMPACT TO SOIL, WTR REMOVED",ROCKER B 1949,ROCKER -B- (CANYON)
2015,707,7C,APACHE CORPORATION,5/28/2015,Producer,REAGAN,17037,0,0,Crude,30,24,6,Tank Battery,Equipment Failure,Other,None,,"31.533, -101.9993","FLLUIDS RECOVERED, BLENDED, BIO REMEDIATE",CC,SPRABERRY (TREND AREA)
2015,1473,8,"ACME ENERGY SERVICES, INC.",5/28/2015,Producer,MIDLAND,36785,0,0,Crude,10,5,5,Tank Battery,Act of God,Other,None,,"31.809431, -102.028054","LIGHTING, REMEDIATION IN PROGRESS",BARROW SWD,SPRABERRY (TREND AREA)
2015,530,8,ENDEAVOR ENERGY RESOURCES L.P.,5/28/2015,Producer,MIDLAND,36785,0,0,Crude,10,5,5,Pump Station or Terminal,Act of God,Other,None,,"31.809431, -102.028054",REMEDIATION IN PROGRESS,BARROW SWD,SPRABERRY (TREND AREA)
2015,1271,1,SABINE OIL & GAS CORPORATION,5/28/2015,Producer,GONZALES,18157,0,0,Crude,90,83,7,Tank Battery,Equipment Failure,Other,None,,B. LOCKHART A-37,"VAC TRUCK, SCRAPED UP OIL IMPACTED SOILS",WHIDDON,SMILEY (AUSTIN CHALK)
2015,538,8,OCCIDENTAL PERMIAN LTD.,5/28/2015,Producer,HOWARD,44177,0,0,Crude,9,6,3,Valve,Equipment Failure,Other,None,,"SEC 24, BLK A BAUER & COCKRELL SUR",ON SITE ENHANCED BIOREMEDITATION,HENDRIX,SPRABERRY (TREND AREA)
2015,552,8A,ENTERPRISE PRODUCTS OPERATINGLLC,5/28/2015,Transporter,HOCKLEY,0,0,0,Combined,67,0,67,Pipe Line,Equipment Failure,Other,None,,"31.52359, -103.44936","BLOCKED IN, BLOWN DOWN, SHUT DOWN, EXCAVATED & REMOVED",LEVELLAND UNIT,NO FIELD NAME
2015,756,9,"MYERS, JAMES B.",5/27/2015,Producer,BAYLOR,1365,0,0,Crude,70,0,70,Tank Battery,Act of God,Other,None,,"BLK 1587, TE&L SUR","PUT BOOMS OUT, REMOVED SHEEN",PORTWOOD -D-,BAYLOR COUNTY REGULAR
2015,589,7C,"DEVON ENERGY PRODUCTION CO, L.P.",5/27/2015,Producer,CROCKETT,18641,0,0,Crude,8,8,0,Tank Battery,Equipment Failure,Other,None,,"BLK 50, SEC 14","VAC TRUCK, TERRACON WILL PROVIDE REMEDIATION SERVICES",UNIVERSITY 50-14,LIN (WOLFCAMP)
2015,597,7C,"EOG RESOURCES, INC.",5/27/2015,Producer,IRION,17171,0,0,Crude,5,3,2,Tank Battery,Equipment Failure,Other,None,,"31.0808, -101.2041","VAC TRUCK, CLAMP USED TO STOP LEAK, IMPACTED SOILS EXCAVATED",UNIVERSITY 40,LIN (WOLFCAMP)
2015,598,7C,APPROACH OPERATING LLC,5/27/2015,Producer,CROCKETT,17780,0,0,Crude,30,28,2,Pipe Line,Equipment Failure,Other,None,,"SEC 57, BLK BB ABS 3119, SUR G.C. & S.F. RR CO","AREA WAS BERMED, SOILS DUG & PUT ONTO PLASTIC TARP, REMEDIATION",PANGEA WEST,HOLT RANCH (CONSOLIDATED)
2015,1387,8,"SHERIDAN PRODUCTION COMPANY, LLC",5/26/2015,Producer,ANDREWS,26664,0,0,Products,25,0,25,Tank Battery,Equipment Failure,Other,None,,"SEC 7, BLK A42, SUR PSL",DIG AND HAUL,THORNBERRY -7-,FUHRMAN-MASCHO
2015,531,8,ENERGEN RESOURCES CORPORATION,5/26/2015,Producer,GLASSCOCK,43257,0,0,Crude,11,6,5,Valve,Equipment Failure,Repaired Existing Equipment,None,,"31.674527, -101.348642","SHUT IN THE WELL, REPAIRED FLOWLINE, PICKED UP FLUID",JONES 46,SPRABERRY (TREND AREA)
2015,791,8,ENERGEN RESOURCES CORPORATION,5/26/2015,Producer,REEVES,46665,0,0,Crude,42,30,12,Tank Battery,Equipment Failure,Other,None,,"31.606858, -103.669551","REPLACED BLOWN FUSE, FIXED WELLHEAD, PICKED UP STANDING FLUID",PIPER STATE 54-14,PHANTOM (WOLFCAMP)
2015,600,7C,"PIONEER NATURAL RES. USA, INC.",5/26/2015,Producer,UPTON,15713,0,0,Crude,5,0,5,Tank Battery,Equipment Failure,Other,None,,"31.494125, 102.032691",BACKFILLING EXCAVATION,GIDDINGS ESTATE FEE 'A',SPRABERRY (TREND AREA)
2015,599,7C,"LAREDO PETROLEUM, INC.",5/26/2015,Producer,REAGAN,16734,0,0,Crude,15,10,5,Tank Battery,Equipment Failure,Other,None,,WELL 109,"BACKHOE BLENDING SOIL, PRESSURE SPRAYER, REMEDIATION",SUGG-B-,SPRABERRY (TREND AREA)
2015,618,8,ENCANA OIL & GAS(USA) INC.,5/26/2015,Producer,GLASSCOCK,42808,0,0,Crude,18,15,3,Tank Battery,Equipment Failure,Other,None,,"31.675462, -101.516224","VACUUM TRUCK, CLEAN UP WILL OCCUR ACCORDING TO REQUIREMENT",WILKINSON 31,SPRABERRY (TREND AREA)
2015,499,8,ENCANA OIL & GAS(USA) INC.,5/26/2015,Producer,MARTIN,43639,0,0,Crude,53,50,3,Tank Battery,Equipment Failure,Other,None,,"32.31776219, -102.1217848",DOUBLE D CONSTRUCTION HAS BEEN ASSIGNED THE CLEANUP & CLOSURE,DOROTHY FAYE A320,SPRABERRY (TREND AREA)
2015,1508,8A,OCCIDENTAL PERMIAN LTD.,5/26/2015,Producer,GAINES,18910,0,0,Crude,10,8,2,Tank Battery,Equipment Failure,Other,None,,"SEC 49, BLK AX, PUBLIC SCHOOL LAND",REMEDIAION,DENVER UNIT,WASSON
2015,569,3,"MAVERICK PROD. CO., INC.",5/26/2015,Producer,FORT BEND,24423,0,0,Crude,23,21,2,Tank Battery,Equipment Failure,Repaired Existing Equipment,None,,THOMAS HOBERMAKER SUR A-191,"INSTALLED NEW WATER LEG & PIPING, REMEDIATED SOIL","WEST-SCHENCK ""B""",BLUE RIDGE
2015,706,7C,APACHE CORPORATION,5/26/2015,Producer,REAGAN,6191,0,0,Crude,6,5,1,Flow Line,Equipment Failure,Other,None,,"31.6262, -101.5624","FREE FLUIDS RECOVERED, SOILS WILL BE BLENDED",MALONE -45-,SPRABERRY (TREND AREA)
2015,545,10,"COURSON OIL & GAS, INC.",5/25/2015,Producer,OCHILTREE,0,209468,0,Gas Well Liquid,44,0,44,Tank Battery,Act of God,Other,None,,"SEC 663, BLK 43, H&TC SUR",ROUSTABOUT CREW CLEANED UP LOCATION & HAULED OFF JUNK,BILL 663,DUDE WILSON (NOVI LIME)
2015,1264,1,EAGLE HYDROCARBONS INC.,5/25/2015,Producer,CALDWELL,15696,0,0,Crude,159,16,143,Tank Battery,Act of God,Other,None,,"HINDS, J, A-14","VAC, REMEDIATED FLUIDS W/ABSORBANTS, HAULED SOILS TO DISPOSAL SITE",NORTHCUTT DYE,SALT FLAT (EDWARDS)
2015,539,8,"PIONEER NATURAL RES. USA, INC.",5/25/2015,Producer,HOWARD,15400,0,0,Crude,15,13,2,Tank Battery,Equipment Failure,Other,None,,"31.58776, 101.731392","VACUUM TRUCK, BACKFILLING EXCAVATION",SPRABERRY DRIVER UNIT,SPRABERRY (TREND AREA)
2015,620,8,ENCANA OIL & GAS(USA) INC.,5/25/2015,Producer,HOWARD,40597,0,0,Crude,200,180,20,Tank Battery,Act of God,Other,None,,"32.29375, -101.4560611","VAC TRUCK, CLEAN UP WILL BE PERFORMED",WARD 17,SPRABERRY (TREND AREA)
2015,619,8,ENCANA OIL & GAS(USA) INC.,5/25/2015,Producer,HOWARD,44537,0,0,Crude,40,0,40,Tank Battery,Equipment Failure,Other,None,,"32.1550805, -101.5140167","FLUID BURNED DURING FIRE, CLEAN UP WILL BE PERFORMED",BALLARD 33,SPRABERRY (TREND AREA)
2015,843,5,"BASA RESOURCES, INC.",5/25/2015,Producer,LEON,3042,0,0,Crude,141,137,4,Tank Battery,Equipment Failure,Other,None,,J.S. SHACKLEFORD SUR A-783,"BERM BUILT, VAC TRUCKS, FLUSHED W/FRESH WATER, GRASS CUT, BIOREM",HILL UNIT NO. 1,"ALABAMA FERRY (GLENROSE D, WEST)"
2015,601,7C,"PIONEER NATURAL RES. USA, INC.",5/25/2015,Producer,UPTON,16553,0,0,Crude,7,5,2,Tank Battery,Act of God,Other,None,,"31.324411, 101.864169","FIRE DEPART CALLED, VACUUM TRUCK, BACKFILLING EXCAVATION","WOOLEY ""7""",SPRABERRY (TREND AREA)
2015,505,8,"PARSLEY ENERGY OPERATIONS, LLC",5/25/2015,Producer,MARTIN,42947,0,0,Crude,70,65,5,Tank Battery,Equipment Failure,Other,None,,"SEC 252, WARD CSL A-607","VACUUM TRUCK, BLENDING ON SITE WITH CLEAN CALICHE, REMEDIATE",SCHNEIDER 252,SPRABERRY (TREND AREA)
2015,708,7C,APACHE CORPORATION,5/25/2015,Producer,REAGAN,228,0,0,Crude,50,15,35,Separator-Gun Barrel-Treater,Human Error - Other,Other,None,,"31.23664, -101.67929","VAC TRUCKS, CLEAN UP FREE OIL WITH SORBENTS",UNIVERSITY,BIG LAKE
2015,1272,2,"NOR-TEX RESOURCES, L.L.C.",5/24/2015,Other,KARNES,10747,0,0,Crude,130,0,130,Tank Battery,Theft,Other,None,,"J.H. COX SUR, A-69",FILED PLICE REPORT,NOR-TEX SWD,EAGLEVILLE (EAGLE FORD-2)
2015,546,10,LE NORMAN OPERATING LLC,5/23/2015,Producer,HEMPHILL,0,243185,0,Crude,20,0,20,Tank Battery,Act of God,Other,None,,"SEC 29, BLK A1, H&GN RR CO SUR","ON SITE REMEDIATION & REPAIR, OIL BURNED IN FIRE",WALKER 29,BUFFALO WALLOW (GRANITE WASH)
2015,709,7C,APACHE CORPORATION,5/23/2015,Producer,REAGAN,228,0,0,Crude,140,80,60,Tank Battery,Equipment Failure,Other,None,,"31.2423, -101.6711","FREE FLUIDS RECOVERED, SOILS WILL BE BLENDED",UNIVERSITY,BIG LAKE
2015,521,8,ENERGEN RESOURCES CORPORATION,5/22/2015,Producer,MITCHELL,20847,0,0,Crude,8,5,3,Tank Battery,Equipment Failure,Repaired Existing Equipment,None,,"32.395277, -101.040277","REPAIRED MANIFOLD, PICKED UP FREE STANDING FLUID",WESTBROOK SOUTHEAST UNIT,WESTBROOK
2015,609,9,"ARROW OIL & GAS, LLC",5/22/2015,Producer,GRAYSON,30419,0,0,Crude,110,0,110,Tank Battery,Act of God,Other,None,,THOMAS CECIL SUR A-305,REMOVED & THE AFFECTED AREAS WERE REMEDIATED,PERRIN AFB,"PERRIN, N. AFB (BAKER SD)"
2015,1509,8A,OCCIDENTAL PERMIAN LTD.,5/22/2015,Producer,YOAKUM,60000,0,0,Crude,50,0,50,Tank Battery,Equipment Failure,Other,None,,STATION #1,REMEDIATION,WASSON ODC UNIT,WASSON
2015,574,8,"PARSLEY ENERGY OPERATIONS, LLC",5/22/2015,Producer,MIDLAND,33383,0,0,Crude,18,15,3,Tank Battery,Corrosion - Rust,Other,None,,"SEC 40, BLK 37 T1S T&P","VAC TRUCK, REMEDIATE THE IMPACTED AREA","MCALISTER ""T""",SPRABERRY (TREND AREA)
2015,734,8,"LINN OPERATING, INC.",5/22/2015,Producer,HOWARD,38881,0,0,Crude,110,90,20,Tank Battery,Equipment Failure,Other,None,,"32.35112, 101.82715",PICKED UP LIQUID & REMEDIATED SOIL INSIDE OF BERM,ROMAN,SPRABERRY (TREND AREA)
2015,474,8,OXY USA INC.,5/22/2015,Producer,REEVES,28908,0,0,Combined,45,40,5,Tank Battery,Equipment Failure,Other,None,,"SEC 4, BLK 5, SUR H & GN RR CO",RECOVER FLUIDS & REMEDIATE IN PLACE,MOPAC,COLLIE (DELAWARE)
2015,1368,8A,OCCIDENTAL PERMIAN LTD.,5/22/2015,Producer,HOCKLEY,18105,0,0,Crude,24,0,24,Tank Battery,Equipment Failure,Other,None,,"LEAGUE 37, LABOR 48","VAC TRUCK, BACKHOE BLADED AREA, REMEDIATION",SLAUGHTER ESTATE UNIT,SLAUGHTER
2015,742,9,"CAVILLA ENERGY, INC.",5/21/2015,Producer,MONTAGUE,30305,0,0,Crude,19,0,19,Tank Battery,Act of God,Other,None,,"WILLIAM DONOHO SUR, A-178",REMOVED TANK & REPAIRED PRODUCTION FACILITIES,"JONES, PEARL N.","NOCONA, NORTH (CRINOIDAL SD)"
2015,1267,2,PRIDE ENERGY COMPANY,5/21/2015,Producer,KARNES,0,33542,0,Gas Well Liquid,6,6,0,Flow Line,Equipment Failure,Repaired Existing Equipment,None,,"D. ERASMO SEGUIN SUR, A-10","WELL SHUT IN, REPAIR DAMAGE, PICKED UP STANDING FLUIDS VAC TRUCK","MOCZYGEMBA, J. S.",PANNA MARIA (EDWARDS)
2015,585,8,ENDEAVOR ENERGY RESOURCES L.P.,5/21/2015,Producer,MARTIN,38910,0,0,Crude,191,185,6,Tank Battery,Act of God,Other,None,,"32.37720, -101.71040",REMEDIATION IN PROGRESS,"PRICHARD ""51""",SPRABERRY (TREND AREA)
2015,541,8,ENTERPRISE CRUDE PIPELINE LLC,5/21/2015,Transporter,MIDLAND,0,0,0,Crude,10,7,3,Other,Equipment Failure,Other,None,,"32.023794, -102.017745",IMPACTED SOIL WILL BE REMEDIATED,MIDKIFF UNIT,NO FIELD NAME
2015,540,8,"PIONEER NATURAL RES. USA, INC.",5/21/2015,Producer,MIDLAND,15254,0,0,Crude,65,60,5,Tank Battery,Equipment Failure,Other,None,,"31.643784, 101.89985","VACUUM TRUCK, BACKFILLING EXCAVATION",MIDKIFF UNIT,SPRABERRY (TREND AREA)
2015,848,9,"ATLAS BARNETT, LLC",5/21/2015,Producer,JACK,32635,0,0,Crude,8,5,3,Tank Battery,Equipment Failure,Other,None,,"WOOD CSL BLK 4, A-875","VAC TRUCK, TILLED & TREATED WITH ENVIROCLEAN REMEDIATION PRODUCT","BOYD, L",KRS (MARBLE FALLS)
2015,516,8A,MEMORIAL PRODUCTION OPER. LLC,5/20/2015,Producer,HOCKLEY,67654,0,0,Crude,15,13,2,Tank Battery,Equipment Failure,Other,None,,"ABS 231, SURVEY TAYLOR, A LABOR 7/14, LEAGUE 722",VACCUM & RESURFACE,BOSWORTH FARM,ANITA (CLEARFORK)
2015,1266,1,SPRINGFIELD PIPELINE LLC,5/20/2015,Transporter,DIMMIT,0,0,0,Combined,15,0,15,Tank Battery,Equipment Failure,Other,None,,"28.3112, -99.6869","EXCAVATED & TREATED W/SOIL AMENDMENTS,",BORGFELD UNIT A,NO FIELD NAME
2015,549,3,"AMERICO ENERGY RESOURCES, LLC",5/20/2015,Producer,HARRIS,23095,0,0,Crude,25,0,25,Valve,Equipment Failure,Other,None,,RALPH HUBBARD SUR A-383,"VACUUM TRUCK, AREA AFFECTED BEING REMEDIATED",TOMBALL OUTLOT OIL UNIT,TOMBALL (SCHULTZ LO. N.E.)
2015,615,7B,"CLEARLY PETROLEUM, LLC",5/20/2015,Producer,STEPHENS,3900,0,0,Combined,3900,3900,0,Tank Battery,Equipment Failure,Other,Creek,LONGBRANCH,"SEC 19, SUR SP RR CO ABS 210","EARTHEN BERM & CATCH PIT BUILT AT CREEK, VAC TRUCK, FLUSH THE SPIL","ATKINS, A. A.",STEPHENS COUNTY REGULAR
2015,753,3,"DAVIS, LARRY D.",5/19/2015,Producer,WHARTON,7270,0,0,Crude,95,0,95,Tank Battery,Theft,Other,None,,BLK 29 S.E. AUSTIN,"NOTIFIED DIST, CALL WHARTON COUNTY SHERIFF OFFICE",FLOYD ESTATE,BOLING
2015,519,8,"PIONEER NATURAL RES. USA, INC.",5/19/2015,Producer,GLASSCOCK,38673,0,0,Crude,20,12,8,Tank Battery,Act of God,Other,None,,"31.795915, 101.629089","FIRE WENT OUT W/OUT ASSISTANCE, VACUUM TRUCK, EXCAVATED & BLENDED ","COOK, E ""A""",SPRABERRY (TREND AREA)
2015,535,8,"DCP MIDSTREAM, LP",5/19/2015,Other,ANDREWS,0,0,0,Combined,20,17,3,Pipe Line,Equipment Failure,Other,None,,"32.287396, -102.790325","VAC TRUCK, EXCAVATED, REPLACED, BERMED AREA TO PREVENT SPREAD","POWELL, R. V. ETAL",NO FIELD NAME
2015,634,8,PLAINS PIPELINE L.P.,5/19/2015,Transporter,GLASSCOCK,0,0,0,Crude,100,70,30,Tank Battery,Equipment Failure,Other,None,,"31.675242, -101.463866",WILL BE BROUGHT TO SURFACE FOR ON SITE BIO REMEDIATION,BENTON 3-12,NO FIELD NAME
2015,515,8,ENERGEN RESOURCES CORPORATION,5/19/2015,Producer,MITCHELL,20831,0,0,Crude,150,120,30,Tank Battery,Equipment Failure,Repaired Existing Equipment,None,,"32.430734, -101.034004","SHUT IN SATELITE, REPAIRED FLOWLINE, PICKED UP FLUID",NORTH WESTBROOK UNIT,WESTBROOK
2015,520,8,"LAREDO PETROLEUM, INC.",5/19/2015,Producer,GLASSCOCK,43458,0,0,Crude,15,7,8,Tank Battery,Equipment Failure,Other,None,,SCHWARTZ 19,"FREE OIL RECOVERED, BACKHOE, BLENDING OF SOIL, BIOENHANCED LIQUID ",LPI-SCHWARTZ 19,"GARDEN CITY, S. (WOLFCAMP)"
2015,1270,1,"SN OPERATING, LLC",5/19/2015,Producer,LA SALLE,16049,0,0,Crude,128,0,128,Tank Battery,Theft,Other,None,,I&GN RR CO SUR A-380,REPORTED TO THE LASALLE COUNTY SHERIFF'S OFFICE.,SCOTT SCHULZE,EAGLEVILLE (EAGLE FORD-1)
2015,613,4,CONOCOPHILLIPS COMPANY,5/19/2015,Producer,ZAPATA,0,146461,0,Gas Well Liquid,34,0,34,Tank Battery,Equipment Failure,Other,None,,"27.248921, -99.420898","SHUT IN TO STOP SPILL, EXCAVATED","HERBST, M.V.",LA PERLA (LOBO CONS.)
2015,518,8,WILLIAMS OIL COMPANY,5/18/2015,Producer,WARD,38942,0,0,Crude,145,0,145,Tank Battery,Theft,Other,None,,"SEC 4, BLK B-20, PSL SUR",POLICE REPORT WILL FOLLOW,EDWARDS 4,CRAWAR (GLORIETA)
2015,741,9,"SOUTHERN EXPLORATION, INC.",5/18/2015,Other,WILBARGER,32276,0,0,Crude,10,0,10,Pipe Line,Theft,Other,None,,"SEC 3A, LINDSEY, OA/RUSSELL, SJ SUR, ABS 2081","VAC TRUCKS, SOAKED UP USING OIL ABSORBENT DUST, TILLED SOIL",ST OF TEX-SEI,BILLIE JO (CADDO)
2015,603,7C,"EOG RESOURCES, INC.",5/18/2015,Producer,IRION,18386,0,0,Crude,15,15,0,Tank Battery,Equipment Failure,Other,None,,"31.1838, -101.0790","VAC TRUCKS, EXCAVATED & PLACED ON POLY PLASTIC FOR DISPOSAL",MUNSON 'A',LIN (WOLFCAMP)
2015,865,6,CCI GULF COAST UPSTREAM LLC,5/18/2015,Producer,NACOGDOCHES,0,189362,0,Crude,80,0,80,Tank Battery,Act of God,Other,None,,"31.482198, 94.352553","VAC TRUCK, WASHED DOWN, CLEAN UP","MCFADDIN, R.B. GAS UNIT ""A""","APPLEBY, N. (ROD-TP CONS)"
2015,719,5,ANADARKO E&P ONSHORE LLC,5/18/2015,Producer,FREESTONE,0,175761,0,Combined,13,0,13,Tank Battery,Act of God,Other,None,,"31.59443, -96.18713","VAC TRUCK, MIRACLE BLUE, DESALT PLUS & FRESH WTR WAS APPLIED",ENGLISH,TEAGUE (CV-BOSSIER CONS.)
2015,720,6,SM ENERGY COMPANY,5/18/2015,Producer,PANOLA,0,94264,0,Gas Well Liquid,143,40,103,Tank Battery,Act of God,Other,None,,"32.2093, 94.150738","FIRE DEPT CALLED, REMEDIATION OF SOILS",OSBORNE,CARTHAGE (COTTON VALLEY)
2015,1164,8,XTO ENERGY INC.,5/16/2015,Producer,WINKLER,26010,0,0,Crude,11,10,1,Tank Battery,Equipment Failure,Other,None,,"SEC 24, BLK 5, PSL SUR","VAC TRUCK, REMOVED OILY DIRT & THREW FRESH DIRT OVER SPILL",BROWN-ALTMAN -B-,"EMPEROR, EAST (CLEAR FORK, LO.)"
2015,808,8A,PLAINS PIPELINE L.P.,5/15/2015,Transporter,YOAKUM,0,0,0,Crude,5,0,5,Flow Line,Corrosion - Rust,Other,None,,"33.205053, 102.85961",ON SITE BIO REMEDIATION,BROUGHTON '30A',NO FIELD NAME
2015,1269,1,"RICOCHET ENERGY, INC.",5/15/2015,Producer,FRIO,17079,0,0,Crude,130,0,130,Tank Battery,Theft,Other,None,,"BS&F SUR1, ABS 111,",REPORTED TO FRIO COUNTY SHERRIFF'S OFFICE,RIGGAN,PEARSALL (AUSTIN CHALK)
2015,676,8A,DUNCAN DRILLING CO.,5/15/2015,Producer,CROSBY,61664,0,0,Crude,504,128,376,Tank Battery,Act of God,Installed New Equipment,None,,"SEC 1065 BLK D-19, E.L. & R.R.","ALL THE OIL BURNED, REBILT TANK BATTERY","HOOPLE, G. W.",HOOPLE (CLEAR FORK)
2015,724,8A,CONQUEST OIL COMPANY,5/15/2015,Producer,LUBBOCK,66047,0,0,Crude,628,0,628,Tank Battery,Act of God,Installed New Equipment,None,,"33.5155, -101.5575","ALL THE OIL BURNED, REBUILT TANK BATTERY","HOOPLE, G. W.",HOOPLE (CLEAR FORK)
2015,590,7C,"AMERICAN ENERGY-PERM BASIN, LLC",5/15/2015,Producer,REAGAN,17919,0,0,Crude,10,10,0,Pump Station or Terminal,Equipment Failure,Other,None,,"SEC 9, BLK 49, UL","SCRAPED & VACUUMED, ABSORPTION MATERIAL, SCRAPED",UNIVERSITY 49,LIN (WOLFCAMP)
2015,510,8,DIAMONDBACK E&P LLC,5/15/2015,Producer,MIDLAND,40653,0,0,Crude,25,20,5,Tank Battery,Equipment Failure,Repaired Existing Equipment,None,,"T&P RR CO SURVEY #40, A-801, BLK 40, T1S",VACUUM TRUCK & LOCATION & PASTURELAND WAS REMEDIATED,ST NW,SPRABERRY (TREND AREA)
2015,1029,7C,NABORS COMPLETION & PROD SERV CO,5/15/2015,Transporter,REAGAN,11013,0,0,Combined,5,5,0,Tank Battery,Act of God,Other,None,,"HE & WT #11, A216",VAC TRUCK PICKED UP ALL LIQUID WITHIN SECONDARY CONTAINMENT,WEATHERBY,JOHN SCOTT (GRAYBURG)
2015,513,8A,OXY USA INC.,5/14/2015,Producer,HOCKLEY,6014,0,0,Crude,10,0,10,Tank Battery,Equipment Failure,Other,None,,"LEAGUE 39, LABOR 43","VACUUM TRUCK, BACKHOE BLADED AREA, REMEDIATION","SLAUGHTER, S. A. ""B""",SLAUGHTER
2015,1263,2,"DEVON ENERGY PRODUCTION CO, L.P.",5/14/2015,Producer,DE WITT,9959,0,0,Crude,45,44,1,Tank Battery,Equipment Failure,Other,None,,"PLUMMER, R A-389","FREE LIQUIDS RECOVERED, STEAM CLEANDED & FLUSHED WITH FRESH WATER ",OLIVER B,EAGLEVILLE (EAGLE FORD-2)
2015,792,8,ANADARKO E&P ONSHORE LLC,5/14/2015,Producer,LOVING,0,219735,0,Combined,552,549,3,Tank Battery,Equipment Failure,Other,None,,"31.73312, -103.49471",MULITIPLE WELLS TIED TO SWD WERE SHUT IN,APC SWD,HALEY (LWR. WOLFCAMP-PENN CONS.)
2015,514,8A,OXY USA WTP LP,5/14/2015,Producer,HOCKLEY,5913,0,0,Crude,30,20,10,Tank Battery,Equipment Failure,Other,None,,"LEAGUE 48, LABOR 12","VACUUM TRUCK, BACKHOE BLADED AREA, REMEDIATION",MALLET,SLAUGHTER
2015,507,8,"RSP PERMIAN, LLC",5/14/2015,Producer,MIDLAND,41704,0,0,Crude,12,10,2,Tank Battery,Equipment Failure,Other,None,,"SEC 11, BLK 40, T-2-S",EXCAVATE & HAUL SOIL TO AN OFF SITE DISPOSAL FACILITY,STO SEC 11,SPRABERRY (TREND AREA)
2015,1510,8A,OCCIDENTAL PERMIAN LTD.,5/14/2015,Producer,YOAKUM,60367,0,0,Crude,20,15,5,Tank Battery,Act of God,Other,None,,"SEC 323, BLK D, JOHN H GIBSON SURVEY","FREEZING TEMPS, REMEDIATION",PRENTICE SOUTHWEST UNIT,PRENTICE (6700)
2015,491,4,"S & D VACUUM SERVICE, LLC",5/13/2015,Other,NUECES,12032,0,0,Crude,1350,300,1050,Tank Battery,Act of God,Other,None,,5292 COUNTY ROAD 44,"VACUUM TRUCKS, PUMPING EQUIPMENT, NEW SOIL & BERM IS REBUILT",LEMOND UNIT NUMBER TWO,AGUA DULCE (LAMB A)
2015,611,9,PLAINS PIPELINE L.P.,5/13/2015,Transporter,WICHITA,0,0,0,Crude,1,1,0,Tank Battery,Equipment Failure,Other,None,,"33.91446, -98.48781",BROUGHT TO SURFACE FOR ON SITE BIO REMEDIATION,SUPER UNIT,NO FIELD NAME
2015,517,8,ANADARKO E&P ONSHORE LLC,5/13/2015,Producer,LOVING,43404,0,0,Gas Well Liquid,10,0,10,Pipe Line,Equipment Failure,Other,None,,"31.914640, -103.855728",HYDROCARBON IMPACTED SOIL WILL BE REMEDIATED ON SITE,TXL 33,SANDBAR (BONE SPRING)
2015,464,3,"DENBURY ONSHORE, LLC",5/12/2015,Producer,FORT BEND,0,179441,0,Crude,130,130,0,Tank Battery,Equipment Failure,Other,None,,"292705.82, 953337.28",REMEDIATION,HP LOCKWOOD,THOMPSON
2015,471,8,COG OPERATING LLC,5/12/2015,Producer,GLASSCOCK,37789,0,0,Crude,84,84,0,Tank Battery,Equipment Failure,Other,None,,"SEC 43, BLK 32, T4S, T&P RR CO","VAC ALL OF THE FLUIDS INSIDE THE FIREWALL,",CURRIE,"GARDEN CITY, S. (WOLFCAMP)"
2015,414,3,XTO ENERGY INC.,5/12/2015,Other,GALVESTON,25132,0,0,Crude,5,3,2,Tank Battery,Act of God,Other,None,,"GAYATT, P A-71","VACUUM TRUCK, 2 GALLONS BURNED IN FIRE, TANK WAS GROUNDED.",CAMP WALLACE D,FRANKS (SCHENCK SAND)
2015,547,4,HILCORP ENERGY COMPANY,5/12/2015,Producer,HIDALGO,0,237136,0,Combined,100,100,0,Other,Equipment Failure,Other,None,,"SEC 195, STEWART, W. SUR, ABS A-228","VAC TRUCKS, COLLECTED SOIL TO DETERMINE IF FURTHER REMEDIAL NEEDED",OLIVAREZ UNIT,MCMORAN (8960)
2015,487,6,"COMPASS ENERGY OPERATING, LLC",5/12/2015,Producer,GREGG,14712,0,0,Crude,41,39,2,Tank Battery,Equipment Failure,Other,None,,GRIFFIN RANCH,"VAC TRUCK, FLUSHED AFFECTED AREA WITH FRESHWATER",GRIFFIN RANCH G.U. 7,DANVILLE (PETTIT-A-OIL)
2015,453,7C,"DEVON ENERGY PRODUCTION CO, L.P.",5/11/2015,Producer,CROCKETT,18140,0,0,Crude,92,91,1,Tank Battery,Equipment Failure,Other,None,,HEATER TREATER,"REEASE & REMOVED FREE FLUIDS, WILL REMEDIATE SOIL",UNIVERSITY 52-23,LIN (WOLFCAMP)
